gene_id	gene_symbol	log2FC	basemean	pval	padj
ENSG00000172053.18	QARS1	-0.199402246428891	2117.11264508997	0.135086660415938	0.49492262207335
ENSG00000225791.7	TRAM2-AS1	-0.398896785109749	131.681524280704	0.1351220976426	0.49492262207335
ENSG00000100644.17	HIF1A	0.256653327050635	3723.97176673879	0.135230681893909	0.495179546377867
ENSG00000117013.17	KCNQ4	-0.801859990035768	39.2027041557564	0.135269694741559	0.495181644689048
ENSG00000129116.19	PALLD	-0.244356402783191	9676.0251601325	0.135350364345874	0.495336191336237
ENSG00000226380.9	AC016831.1	0.651834650195515	94.2116617543723	0.135448490303888	0.495413813769077
ENSG00000165689.17	ENTR1	0.220918506753688	738.19883271779	0.135427560066839	0.495413813769077
ENSG00000142910.16	TINAGL1	0.596051347511432	2457.16330041649	0.135544906922582	0.49562574254235
ENSG00000136819.15	C9orf78	0.186993379180089	1287.62246274654	0.135679097127251	0.495834930267589
ENSG00000113456.19	RAD1	-0.267574536136617	457.025199136005	0.13566517036584	0.495834930267589
ENSG00000164329.13	TENT2	-0.219975628237121	533.181527495021	0.136108459459984	0.49726295370491
ENSG00000134046.12	MBD2	0.213789886250026	958.178352835906	0.136479906506204	0.49833734569527
ENSG00000169925.17	BRD3	-0.286841447390431	534.254081844995	0.136476835569959	0.49833734569527
ENSG00000074800.16	ENO1	0.232055895318523	53235.1216469504	0.136591487999048	0.498603442449344
ENSG00000140931.20	CMTM3	0.436066404409598	1025.71827093034	0.136744566289722	0.499020822363797
ENSG00000163624.6	CDS1	0.500060783751121	98.6015176716677	0.136830591817438	0.499125834342563
ENSG00000177311.11	ZBTB38	-0.25864035234702	1074.08287577793	0.136967072224884	0.499125834342563
ENSG00000105379.10	ETFB	-0.373701445483952	636.238144297242	0.136931209165278	0.499125834342563
ENSG00000170264.13	FAM161A	-0.432352732021428	87.4638867435336	0.136883611223963	0.499125834342563
ENSG00000170775.3	GPR37	-0.502380775473618	55.7304463050361	0.13689426139406	0.499125834342563
ENSG00000175556.17	LONRF3	0.61958527812416	41.0881162902301	0.137177978498717	0.499753031397194
ENSG00000280435.1	AC006058.4	0.565944548309062	187.346396806306	0.137253777393935	0.499887803332957
ENSG00000144597.14	EAF1	0.314855174820471	328.215735554766	0.13730624057675	0.499937532817891
ENSG00000187790.11	FANCM	0.473573688476062	80.3467488851608	0.137398174467948	0.500077601848455
ENSG00000103507.14	BCKDK	-0.203726923946167	1297.77245662647	0.137461169705432	0.500077601848455
ENSG00000140988.16	RPS2	-0.226833522712141	27691.0190052426	0.137435910121889	0.500077601848455
ENSG00000196204.12	RNF216P1	0.335874400650271	131.111312428402	0.137528666316288	0.500181897088207
ENSG00000132768.14	DPH2	0.270706784560849	268.716570808699	0.137597163835504	0.50028977265847
ENSG00000120334.15	CENPL	0.396389743316822	135.62973235367	0.137988192672547	0.501073129722384
ENSG00000158006.14	PAFAH2	0.321194718856683	521.979599801771	0.137987406391672	0.501073129722384
ENSG00000175582.20	RAB6A	0.197850746143749	2665.7152280273	0.137894053627896	0.501073129722384
ENSG00000055917.15	PUM2	-0.201339344280557	1172.8375913101	0.137897534951238	0.501073129722384
ENSG00000171467.16	ZNF318	-0.243480013882044	435.199291993769	0.138007100159526	0.501073129722384
ENSG00000113282.14	CLINT1	0.232961501377257	1829.99021062397	0.138129218862097	0.501309234181744
ENSG00000196367.14	TRRAP	-0.256310369640194	1047.26291898171	0.138149959738021	0.501309234181744
ENSG00000288066.1	AC097448.1	-0.418734137378271	77.3474028478336	0.138197461022202	0.501340380987893
ENSG00000164187.7	LMBRD2	0.314598043868343	434.377263187111	0.138371832633276	0.501549225656122
ENSG00000136950.13	ARPC5L	0.247686054056809	947.832772742071	0.138349330538447	0.501549225656122
ENSG00000141644.17	MBD1	0.213680811011156	1281.49151985659	0.138316734697911	0.501549225656122
ENSG00000110651.12	CD81	-0.184657418156252	15588.5262056862	0.138444679626012	0.501672113345229
ENSG00000267577.1	AC010327.4	0.883720633234522	30.7866100637215	0.138598751975505	0.502019458852249
ENSG00000237886.1	NALT1	-1.19114475790915	34.0096958668153	0.138618476567105	0.502019458852249
ENSG00000105321.14	CCDC9	0.207388406995737	575.0343411703	0.138712333086536	0.502218177296448
ENSG00000152082.15	MZT2B	0.237938821444929	763.2972183847	0.138880260436004	0.502684887591066
ENSG00000134698.11	AGO4	0.268118449628345	290.934787337133	0.139073058373442	0.502843850876279
ENSG00000165392.11	WRN	-0.29223540069016	254.315211732055	0.13909051776461	0.502843850876279
ENSG00000162104.10	ADCY9	-0.293269103533135	923.328582578727	0.139003240874622	0.502843850876279
ENSG00000099622.14	CIRBP	-0.29875388656496	3398.67460929731	0.13915838599394	0.502843850876279
ENSG00000014914.21	MTMR11	-0.331571009257249	356.133908438409	0.139127765403563	0.502843850876279
ENSG00000100814.18	CCNB1IP1	-0.471999525482049	247.992455120227	0.139001743528387	0.502843850876279
ENSG00000107796.13	ACTA2	0.589636784722979	20374.9654739157	0.139267769130962	0.502973331197877
ENSG00000165813.20	CCDC186	0.26856687343169	250.690118245059	0.139350397379694	0.502973331197877
ENSG00000152457.18	DCLRE1C	-0.325567158377847	159.122401571407	0.139288170115518	0.502973331197877
ENSG00000153814.13	JAZF1	-0.331720887041036	309.973489524527	0.139349567231749	0.502973331197877
ENSG00000161395.14	PGAP3	-0.341685891815566	438.152024149924	0.139477839706814	0.503292305631143
ENSG00000061656.10	SPAG4	0.542680839285561	71.9873033849154	0.139720383673818	0.503670278904306
ENSG00000159479.17	MED8	0.233781534534463	415.1266344774	0.139738982829063	0.503670278904306
ENSG00000131446.17	MGAT1	0.177528520886996	3922.57621844601	0.139690307652473	0.503670278904306
ENSG00000175061.18	SNHG29	-0.228955300435156	3397.36856400811	0.139633663221518	0.503670278904306
ENSG00000185112.6	FAM43A	0.449720031617427	238.985427390206	0.139797808890266	0.503741363391441
ENSG00000105649.10	RAB3A	0.473905356757055	191.281476316456	0.140020804312772	0.504090604066256
ENSG00000140950.16	MEAK7	0.344388911384093	623.648108741501	0.140028502326221	0.504090604066256
ENSG00000088356.6	PDRG1	0.287024554854146	498.452285552175	0.140168649570356	0.504090604066256
ENSG00000166478.10	ZNF143	0.27603004025161	219.876065862776	0.140058240587022	0.504090604066256
ENSG00000102908.22	NFAT5	-0.217405919160329	699.101897943578	0.140137642131549	0.504090604066256
ENSG00000171502.15	COL24A1	-0.752560505855998	77.5811980099625	0.139995426959356	0.504090604066256
ENSG00000157766.18	ACAN	-0.967229253527338	167.767512735059	0.140158023545696	0.504090604066256
ENSG00000118579.13	MED28	-0.244301457769385	554.695351442373	0.140314075211774	0.504356118612475
ENSG00000148498.16	PARD3	-0.263494028985849	840.286788406497	0.140320783194156	0.504356118612475
ENSG00000265298.1	AC132812.1	0.504607492051384	110.878422337153	0.140502077952791	0.504631039027238
ENSG00000198843.13	SELENOT	0.290887316331996	3003.68626826954	0.140514790947889	0.504631039027238
ENSG00000106829.20	TLE4	0.196607316990317	1745.57057849096	0.140485520713275	0.504631039027238
ENSG00000108691.9	CCL2	0.5588184223911	523.991520905919	0.140818620117704	0.50516595164445
ENSG00000137285.10	TUBB2B	0.452363936367662	195.494605575657	0.1407993670911	0.50516595164445
ENSG00000213593.10	TMX2	0.275247763143402	1255.80704246891	0.140746070495505	0.50516595164445
ENSG00000162735.19	PEX19	-0.186791334553643	899.857333467922	0.140820597139825	0.50516595164445
ENSG00000170004.17	CHD3	-0.193511095335755	5527.73235719775	0.140873539086521	0.505215181100381
ENSG00000176890.16	TYMS	-0.512823499738108	131.27711908159	0.140968361274742	0.505414536582586
ENSG00000161960.16	EIF4A1	0.442272536207039	78.6608868976141	0.141108709159666	0.505529150460868
ENSG00000132824.14	SERINC3	0.202610263447617	5608.41249194174	0.14104180767492	0.505529150460868
ENSG00000123119.12	NECAB1	-0.596256493267404	91.0093229423458	0.141118058147592	0.505529150460868
ENSG00000169814.16	BTD	-0.332871788121329	608.36569919183	0.141171655494414	0.505580557708934
ENSG00000152503.10	TRIM36	0.566972737011822	75.3681548876142	0.141336183800085	0.505884009335403
ENSG00000168282.6	MGAT2	0.415219415131347	124.532727768683	0.141456028296545	0.505884009335403
ENSG00000120254.15	MTHFD1L	0.281195279245052	770.944267136707	0.141437082138001	0.505884009335403
ENSG00000117174.11	ZNHIT6	0.207004705739121	594.550171434615	0.141396048072765	0.505884009335403
ENSG00000160445.11	ZER1	-0.234876923655946	1810.505785193	0.141492010994834	0.505884009335403
ENSG00000140577.16	CRTC3	-0.367163704914271	517.220095549157	0.141417118998636	0.505884009335403
ENSG00000187824.9	TMEM220	-0.498846492731713	65.6615464522536	0.141622075643975	0.506208540079268
ENSG00000087008.16	ACOX3	0.421803309823469	368.93747972567	0.141764624022111	0.50622527321551
ENSG00000124313.17	IQSEC2	0.319791845487435	514.369982370091	0.141708320355066	0.50622527321551
ENSG00000172936.16	MYD88	0.216102808470855	661.511791789291	0.141668014828174	0.50622527321551
ENSG00000138660.12	AP1AR	-0.290557497717206	442.833352055827	0.141803906125722	0.50622527321551
ENSG00000137764.20	MAP2K5	-0.332242849783176	400.11551249614	0.141823242589254	0.50622527321551
ENSG00000149639.15	SOGA1	-0.230112446861318	931.349576675816	0.141933954411822	0.506480111006395
ENSG00000267041.6	ZNF850	0.664653567082863	53.0870730102609	0.142057615325856	0.506640697848193
ENSG00000213462.5	ERV3-1	0.361338616908571	129.064088686439	0.1420503528669	0.506640697848193
ENSG00000026508.20	CD44	0.279535809522367	12487.3649484488	0.142115470365217	0.506661035788028
ENSG00000010361.14	FUZ	-0.346896161788514	231.850187931328	0.142141979765404	0.506661035788028
ENSG00000114767.7	RRP9	0.2351532052565	484.900387109632	0.14229078445905	0.506910919635367
ENSG00000166295.9	ANAPC16	-0.23624843458893	1413.6783489682	0.142277402288961	0.506910919635367
ENSG00000133138.20	TBC1D8B	0.275461363219262	313.262274349546	0.142523029085721	0.507597915588127
ENSG00000109911.19	ELP4	0.328475052603642	184.785002407749	0.142693196172059	0.508037528803726
ENSG00000138316.11	ADAMTS14	-0.435165743502414	343.8378811961	0.142725338980025	0.508037528803726
ENSG00000166922.8	SCG5	-0.341844092736469	779.312946731162	0.142788138542135	0.508120663176736
ENSG00000180155.20	LYNX1	-0.486482990518289	1898.45247910058	0.142872011567304	0.508278722178961
ENSG00000131697.18	NPHP4	0.329414971618338	248.677887198581	0.143085760360879	0.508898609875439
ENSG00000198146.4	ZNF770	-0.240436307242609	408.674662231519	0.143170808326702	0.509060544538937
ENSG00000111639.8	MRPL51	0.194495129560401	1743.7414797033	0.143250869804931	0.509204664687396
ENSG00000272447.1	AL135925.1	0.601061091986643	48.1075557479086	0.143341093780897	0.509244338137208
ENSG00000112855.17	HARS2	-0.213684548118953	573.385679721753	0.143336678496997	0.509244338137208
ENSG00000173465.8	ZNRD2	0.252043223746557	470.734106977719	0.1435885730904	0.509842336976442
ENSG00000172465.14	TCEAL1	0.228118490655377	663.706562518939	0.143568223695225	0.509842336976442
ENSG00000126705.15	AHDC1	-0.191891439297276	1712.89689877763	0.143672118654283	0.509998410720438
ENSG00000108774.15	RAB5C	0.210470830607811	1522.16009843043	0.143727971723479	0.510056124446794
ENSG00000136147.18	PHF11	-0.280020363411736	345.960675192929	0.143822056031047	0.510249442520502
ENSG00000165084.16	C8orf34	0.561161026498129	93.1640744343222	0.143899941279004	0.51032851627049
ENSG00000162545.6	CAMK2N1	-0.390712862808754	2324.98162792791	0.143923575501528	0.51032851627049
ENSG00000139324.12	TMTC3	0.247882881768381	766.613824061612	0.144000374686448	0.510460326557739
ENSG00000103253.18	HAGHL	-0.329125308273848	705.945606345171	0.14409473887774	0.510654312578556
ENSG00000152078.10	TLCD4	-0.584399770585609	50.0379421946127	0.144166356348814	0.510767602443735
ENSG00000180229.12	HERC2P3	0.536603239200986	151.530601179253	0.144289048325127	0.510921253580068
ENSG00000143624.14	INTS3	-0.209137388291406	1436.12086012609	0.144252634981991	0.510921253580068
ENSG00000129911.9	KLF16	0.233296737558053	684.896673222469	0.144435711910251	0.511205409845206
ENSG00000121297.8	TSHZ3	-0.434605137490366	249.869280509664	0.144448664169892	0.511205409845206
ENSG00000124422.12	USP22	-0.164379786815243	4578.59943043956	0.144574764266799	0.511230335790532
ENSG00000170365.10	SMAD1	-0.299157140833035	180.600057864102	0.144563800690053	0.511230335790532
ENSG00000189001.11	SBSN	-1.07786354766357	31.3963262744725	0.144528462331082	0.511230335790532
ENSG00000164096.13	C4orf3	0.249736174765869	3422.35385087849	0.144653705671206	0.511369109894751
ENSG00000160193.12	WDR4	0.285021186495349	207.807991652243	0.14489619803484	0.511463744830187
ENSG00000136986.10	DERL1	0.21555462354634	1259.12172133559	0.144749761089624	0.511463744830187
ENSG00000115694.15	STK25	0.197602468198861	2771.97649011844	0.144805765530646	0.511463744830187
ENSG00000182512.5	GLRX5	-0.352924914957201	1204.7488293144	0.144844262606223	0.511463744830187
ENSG00000148655.15	LRMDA	-0.422620343990855	80.082628901643	0.144918698077176	0.511463744830187
ENSG00000214174.8	AMZ2P1	-0.442027363506617	175.168637764835	0.144881964246649	0.511463744830187
ENSG00000158092.7	NCK1	-0.312636840037267	387.839908887144	0.145224750517198	0.512403515793631
ENSG00000102401.20	ARMCX3	0.205981411601904	3249.0999566318	0.145367615279407	0.512767146776922
ENSG00000147416.11	ATP6V1B2	0.270203542545354	3909.9631408744	0.145408907950681	0.51277239316197
ENSG00000204767.4	INSYN2B	0.631949219946884	61.9691621951043	0.145474226836738	0.512862339931817
ENSG00000276291.5	FRG1HP	-0.405493777433131	125.689370144976	0.145515809776284	0.512868580448179
ENSG00000134668.12	SPOCD1	0.643968770594257	1121.08209261012	0.145707239449376	0.513402805959206
ENSG00000132254.12	ARFIP2	0.233010951884633	1165.11534037944	0.145922650334912	0.513880694809823
ENSG00000088448.14	ANKRD10	-0.337767274459932	595.441436630109	0.145919040654289	0.513880694809823
ENSG00000120437.9	ACAT2	0.386420434812919	1665.11310528569	0.146009882537857	0.513906914440621
ENSG00000109189.13	USP46	0.222051703160041	550.058462411846	0.14600705872934	0.513906914440621
ENSG00000198951.12	NAGA	-0.230849432043642	962.361780187842	0.146051181623036	0.513911860603101
ENSG00000131462.8	TUBG1	0.397164500801695	1308.18387050836	0.146174843021832	0.51411418810285
ENSG00000156384.14	SFR1	-0.392337175902998	201.3705702313	0.146188501088398	0.51411418810285
ENSG00000100387.9	RBX1	0.198244041979194	952.241926799774	0.146231745784109	0.514125914080484
ENSG00000267002.4	AC060780.1	0.402961029605829	94.6901175888817	0.146453463162444	0.514214948562322
ENSG00000059691.12	GATB	-0.247519064344886	381.91302443389	0.146403610881081	0.514214948562322
ENSG00000116604.18	MEF2D	-0.292833941023943	1351.32354638383	0.14636451995073	0.514214948562322
ENSG00000204228.4	HSD17B8	-0.635151331824639	82.9403126791307	0.14635318736369	0.514214948562322
ENSG00000279348.1	AC012513.3	-0.740163542953409	41.7910730949405	0.146456656285915	0.514214948562322
ENSG00000214491.8	SEC14L6	-0.493592255410408	99.4725275825636	0.146526457179092	0.514319842338163
ENSG00000197982.14	C1orf122	0.217382306785371	2142.48643790476	0.146583536468614	0.514380037261967
ENSG00000134590.14	RTL8C	0.184263047007313	7804.60944100792	0.146651001088559	0.514476632903818
ENSG00000260630.7	SNAI3-AS1	0.383028672691003	282.094262227788	0.14690097430681	0.514663118013519
ENSG00000144118.14	RALB	0.32101144385707	1252.19225539958	0.146885303836073	0.514663118013519
ENSG00000104154.7	SLC30A4	0.31215514413278	361.90952594401	0.146972953475739	0.514663118013519
ENSG00000126821.8	SGPP1	0.298383891696197	696.032615460002	0.146787055094004	0.514663118013519
ENSG00000131238.18	PPT1	-0.207122576232825	976.68397239954	0.146983823255064	0.514663118013519
ENSG00000009954.11	BAZ1B	-0.210765774303374	2133.32908211269	0.146927050190227	0.514663118013519
ENSG00000260293.2	AC106820.4	-0.791957240603115	39.1511951939892	0.146851675724761	0.514663118013519
ENSG00000047230.15	CTPS2	-0.325680618799165	287.769297062487	0.147042502974897	0.514728674815929
ENSG00000132128.16	LRRC41	-0.161951837688655	2475.25775214132	0.14713009741737	0.514895385745874
ENSG00000141837.21	CACNA1A	0.26037761511096	1358.45226366812	0.147218388734671	0.514934670503407
ENSG00000136999.5	CCN3	-0.746601682241341	40.9528786046459	0.147221269326506	0.514934670503407
ENSG00000132849.21	PATJ	-0.257090559378607	329.189360031498	0.147606542435089	0.516142095452989
ENSG00000136279.21	DBNL	0.178205557428351	3773.21534793302	0.147713324197186	0.516326782416098
ENSG00000260260.1	SNHG19	-0.470982995723192	190.574298008315	0.147739521812276	0.516326782416098
ENSG00000103966.11	EHD4	0.399496239835284	861.382774392928	0.14786478920369	0.516624414028189
ENSG00000164741.15	DLC1	0.484579355691634	719.559342191235	0.147939072790528	0.516743800349127
ENSG00000075568.17	TMEM131	0.230881533795055	1503.0274436628	0.147997456518786	0.516807599586609
ENSG00000274602.5	PI4KAP1	0.426326191844184	136.505488376605	0.148253216613897	0.517139977368052
ENSG00000100926.15	TM9SF1	0.287937880602458	242.780052707736	0.148139133460293	0.517139977368052
ENSG00000188021.9	UBQLN2	-0.242207032497996	1248.80981068422	0.148210460807581	0.517139977368052
ENSG00000135424.18	ITGA7	-0.56530830010395	10158.5045936142	0.14822794369538	0.517139977368052
ENSG00000178252.18	WDR6	-0.193788992504977	3829.38941429229	0.148456218264581	0.517567795313756
ENSG00000122359.18	ANXA11	-0.216297127220196	6124.29086592619	0.14845523554629	0.517567795313756
ENSG00000121542.12	SEC22A	0.29089543783584	206.37032684932	0.148546144622356	0.51760114553021
ENSG00000117298.16	ECE1	0.225387601543132	3684.67913150097	0.148506531900906	0.51760114553021
ENSG00000268362.6	AC092279.1	0.466523228140299	79.0672697396688	0.148630141155463	0.51775377997963
ENSG00000186073.14	C15orf41	-0.301418795850972	187.599630655294	0.148778449129988	0.518130300538661
ENSG00000118420.17	UBE3D	-0.426014841071916	75.6746723520711	0.149099501284165	0.519108047443948
ENSG00000232527.8	LINC02802	0.392050220847042	116.508920022938	0.149384979053122	0.519325895640793
ENSG00000171161.13	ZNF672	0.342561562077965	562.872155874605	0.149318999013479	0.519325895640793
ENSG00000182087.14	TMEM259	0.171440314099822	4647.83324795502	0.149403956625119	0.519325895640793
ENSG00000178996.14	SNX18	-0.303304825847928	966.211986923877	0.149350308832322	0.519325895640793
ENSG00000138185.20	ENTPD1	-0.358190906383485	139.082296348825	0.149355039867578	0.519325895640793
ENSG00000223731.2	SUPT20HL1	-1.27601237578383	23.6123774898445	0.14934376400025	0.519325895640793
ENSG00000179292.5	TMEM151A	0.607601151327769	107.54043331415	0.149445289373415	0.519329435583581
ENSG00000253661.2	ZFHX4-AS1	-0.480496079627489	191.165345391383	0.149536785032109	0.519507245087279
ENSG00000055208.19	TAB2	-0.234651755228872	1200.76696545403	0.149656223048734	0.51964190439725
ENSG00000160145.15	KALRN	-0.433961232366398	934.289435382955	0.149629002623325	0.51964190439725
ENSG00000166086.13	JAM3	-0.215193454093978	1325.11379938874	0.149707546174367	0.519680034981998
ENSG00000117525.14	F3	0.740408308739053	56.6015741770006	0.149908417079334	0.519984907047099
ENSG00000138346.15	DNA2	0.563508722421526	59.2554395918111	0.150105712435733	0.519984907047099
ENSG00000118515.11	SGK1	0.465513288411453	1363.500331633	0.150266466871207	0.519984907047099
ENSG00000257365.8	FNTB	0.43774762161718	108.796048564598	0.150400851083488	0.519984907047099
ENSG00000242086.8	MUC20-OT1	0.369125018293904	159.817780720273	0.149860637668498	0.519984907047099
ENSG00000130558.20	OLFM1	0.348089851743496	188.765931790802	0.150400768099595	0.519984907047099
ENSG00000130733.11	YIPF2	0.243052662367111	1780.42431609957	0.150217642700419	0.519984907047099
ENSG00000185129.8	PURA	0.217135465423535	871.691772300982	0.150353103906522	0.519984907047099
ENSG00000176393.11	RNPEP	-0.168693133643737	1548.18902912691	0.15008235934869	0.519984907047099
ENSG00000159228.13	CBR1	-0.225351885965522	1468.42404275267	0.149949715445152	0.519984907047099
ENSG00000164818.16	DNAAF5	-0.228548131771836	530.578781563102	0.15025863026153	0.519984907047099
ENSG00000130939.20	UBE4B	-0.274236322484176	1371.59445177851	0.150307711832234	0.519984907047099
ENSG00000152409.9	JMY	-0.36214472410851	1025.63651839953	0.150188736250478	0.519984907047099
ENSG00000204851.7	PNMA8B	-0.686313742057054	42.7462413159183	0.150055803865415	0.519984907047099
ENSG00000149451.18	ADAM33	-1.51715270218724	509.697991358906	0.150144822643544	0.519984907047099
ENSG00000181192.12	DHTKD1	-0.291135816161795	429.220543204191	0.150472493043602	0.520093011909761
ENSG00000236423.6	LINC01134	0.610790785394048	40.7791791778255	0.150534246474823	0.520115606043246
ENSG00000246705.4	H2AJ	-0.228389151037629	1563.53580710715	0.150559780696729	0.520115606043246
ENSG00000108106.14	UBE2S	0.332808644665331	2128.34597335746	0.150645136751808	0.520156648435433
ENSG00000108219.15	TSPAN14	-0.245814698045293	929.947092521467	0.150698976311218	0.520156648435433
ENSG00000078053.17	AMPH	-0.328057924400264	239.80643524903	0.150733175641164	0.520156648435433
ENSG00000183454.18	GRIN2A	-0.604414286906621	183.19330395487	0.150702046004581	0.520156648435433
ENSG00000188976.11	NOC2L	0.224174516280317	2130.03091794401	0.150786436506792	0.520201091344534
ENSG00000135829.17	DHX9	-0.171343621817134	2639.99034547342	0.150865817798582	0.520335599700491
ENSG00000086061.16	DNAJA1	0.16920810903055	3245.62401935249	0.151055706916818	0.520433168361181
ENSG00000147813.16	NAPRT	-0.393567132434842	317.711510246979	0.150990387612982	0.520433168361181
ENSG00000137103.20	TMEM8B	-0.415589242519125	609.502759066759	0.151040390849337	0.520433168361181
ENSG00000260918.1	AC107398.3	-0.854398581803132	34.981463635668	0.151046589830793	0.520433168361181
ENSG00000101608.13	MYL12A	0.37867802007491	8092.94414864716	0.151216577842989	0.520848116516947
ENSG00000099889.14	ARVCF	-0.221619390855998	581.536646719061	0.151435480963674	0.521462674625513
ENSG00000112851.14	ERBIN	-0.194976868751285	1382.49903981433	0.151572179412043	0.5215341856883
ENSG00000183735.10	TBK1	-0.199936267249737	648.738134279679	0.151577704643456	0.5215341856883
ENSG00000155313.15	USP25	-0.208156768115949	751.847806169122	0.151505497302446	0.5215341856883
ENSG00000024048.10	UBR2	-0.221210683636111	651.053733426107	0.151631598335076	0.521580307009999
ENSG00000143742.14	SRP9	0.214273421489651	2348.11942575704	0.15174735834891	0.521603890676773
ENSG00000177954.14	RPS27	-0.24019581119796	5329.32284448825	0.151759927205135	0.521603890676773
ENSG00000140948.13	ZCCHC14	-0.483151768712571	1045.81770572861	0.151754061017019	0.521603890676773
ENSG00000134874.18	DZIP1	-0.179764266562764	1171.95625926064	0.151813398564852	0.521629154853108
ENSG00000116062.17	MSH6	-0.256813202996084	915.746155573508	0.151848263522679	0.521629154853108
ENSG00000186432.9	KPNA4	0.238440202260646	2944.67259158901	0.151899854287538	0.521667268177037
ENSG00000166900.17	STX3	0.259990444111031	791.640889353463	0.152016583676244	0.521858549601352
ENSG00000125257.16	ABCC4	-0.287192901979394	317.208117322666	0.152036573253678	0.521858549601352
ENSG00000146197.9	SCUBE3	0.494578758704223	200.99786121313	0.152155173044781	0.522126515493573
ENSG00000162490.7	DRAXIN	0.813558093279117	136.894851701563	0.152344033038747	0.522496228329376
ENSG00000267023.5	LRRC37A16P	-0.372520112395506	122.780803298763	0.152332821948476	0.522496228329376
ENSG00000126003.7	PLAGL2	-0.292921951209264	195.316295414564	0.152405388356778	0.522567530692578
ENSG00000155980.13	KIF5A	0.537133088073282	81.9880284798815	0.152632074686388	0.523205531162866
ENSG00000114405.11	C3orf14	0.353674228864708	234.417499541091	0.152764362588653	0.523380457145485
ENSG00000149761.9	NUDT22	0.207268120496432	602.150369256206	0.152724290231439	0.523380457145485
ENSG00000113580.15	NR3C1	-0.316055989549296	999.220445619799	0.152885891083985	0.523492695660259
ENSG00000141101.13	NOB1	-0.377837631623375	597.393490252	0.152919035380341	0.523492695660259
ENSG00000100342.21	APOL1	-0.492164461114748	573.104353318556	0.152870461207811	0.523492695660259
ENSG00000076201.15	PTPN23	-0.22094296497738	2192.6631655267	0.153015890360327	0.523685095542437
ENSG00000188825.14	LINC00910	-0.619209985256071	32.6239930051569	0.153185833085103	0.524127463958115
ENSG00000144711.16	IQSEC1	-0.304895298946235	1367.8212129538	0.153368401373603	0.524612784517992
ENSG00000149380.12	P4HA3	0.510413517942867	1415.7336597134	0.153425829128831	0.524620290278473
ENSG00000140105.18	WARS1	0.221288429502076	2011.46275787572	0.153475956749087	0.524620290278473
ENSG00000198242.14	RPL23A	-0.194895882872788	3060.5861626189	0.15353349591289	0.524620290278473
ENSG00000168461.13	RAB31	-0.239081727230427	1990.17407166002	0.153523792856721	0.524620290278473
ENSG00000105221.18	AKT2	-0.18983490136128	2841.59106358118	0.153591680911836	0.524679934634387
ENSG00000103174.13	NAGPA	-0.197190474522467	922.32586248829	0.153651487377505	0.524745084940884
ENSG00000176407.18	KCMF1	0.19400047756459	1116.41098168823	0.153722689026929	0.524849106823455
ENSG00000137054.16	POLR1E	-0.386668816153472	420.246737450867	0.153840888523241	0.52508150176615
ENSG00000105519.18	CAPS	-0.422516474320282	257.462848770028	0.153872276755722	0.52508150176615
ENSG00000188554.15	NBR1	-0.175132033821757	3183.50499247471	0.15404130899142	0.525108634251145
ENSG00000013364.19	MVP	-0.191864683163916	10353.0515100673	0.153953165494152	0.525108634251145
ENSG00000107290.14	SETX	-0.195156030852904	1009.51999486621	0.154043279679792	0.525108634251145
ENSG00000235098.8	ANKRD65	-0.970177034720545	32.3417745316956	0.154036954117931	0.525108634251145
ENSG00000176399.4	DMRTA1	0.539767435189476	95.4584478704987	0.154412974723993	0.525849638657571
ENSG00000012822.16	CALCOCO1	-0.211668732790321	2730.34453347372	0.154423939065486	0.525849638657571
ENSG00000185532.20	PRKG1	-0.223719640588937	531.467182296256	0.154353967202505	0.525849638657571
ENSG00000100099.21	HPS4	-0.278442476896119	630.674842254003	0.154360581312687	0.525849638657571
ENSG00000163635.20	ATXN7	-0.268763574151474	331.524634431299	0.154505511126933	0.5259883705965
ENSG00000008952.17	SEC62	0.205900057784907	3214.29764509216	0.154579667128948	0.526101789155906
ENSG00000182934.12	SRPRA	0.168560472398124	4413.48098478517	0.154776904985545	0.526248476153928
ENSG00000242732.4	RTL5	-0.432912890495484	414.586747432191	0.154710269209743	0.526248476153928
ENSG00000155657.27	TTN	-0.493963163463329	78.7077487424519	0.154786172655429	0.526248476153928
ENSG00000162738.6	VANGL2	-0.826987901940464	35.4324590076387	0.154741469362826	0.526248476153928
ENSG00000164934.14	DCAF13	0.25030286513851	835.059941914328	0.154916054362263	0.526548225604457
ENSG00000144115.17	THNSL2	-0.426529885827928	230.65811351408	0.154956087817613	0.526548225604457
ENSG00000117602.12	RCAN3	0.337672594459794	263.337210078535	0.155038968966911	0.526552069135709
ENSG00000173013.6	CCDC96	-0.481944353007051	65.681659213841	0.155009163881417	0.526552069135709
ENSG00000127980.16	PEX1	-0.32114308858238	210.212137544141	0.155211428816356	0.526998847130283
ENSG00000232112.3	TMA7	0.306576019859493	583.939381086332	0.155455845730857	0.527689645508536
ENSG00000186469.8	GNG2	0.373220489508099	516.012521863802	0.155529847504179	0.527720558416094
ENSG00000150456.11	EEF1AKMT1	0.330510827820498	138.318701778991	0.155546884047967	0.527720558416094
ENSG00000236383.8	CCDC200	0.774026487369639	32.8701376651139	0.15566404916377	0.527753490452344
ENSG00000152926.15	ZNF117	0.400865996962132	142.234674186427	0.155679495708656	0.527753490452344
ENSG00000186111.10	PIP5K1C	0.206176813078894	3683.98827708938	0.155653865487279	0.527753490452344
