mirnet,mir_acc,mir_id,symbol,entrez,embl,gene_name,action_type,pmid,mbv
miRNet-hsatf-470,MI0000299,hsa-mir-222,ETS1,2113,ENSG00000134954,"ETS proto-oncogene 1, transcription factor",Regulation(feedback),21711453,v22
miRNet-hsatf-471,MI0000089,hsa-mir-31,ETS1,2113,ENSG00000134954,"ETS proto-oncogene 1, transcription factor",Repression,24582497,v22
miRNet-hsatf-472,MI0000089,hsa-mir-31,ETS1,2113,ENSG00000134954,"ETS proto-oncogene 1, transcription factor",Repression,25927669,v22
miRNet-hsatf-473,MI0000542,hsa-mir-320a,ETS1,2113,ENSG00000134954,"ETS proto-oncogene 1, transcription factor",Repression,25159093,v22
miRNet-hsatf-474,MI0000098,hsa-mir-96,ETS1,2113,ENSG00000134954,"ETS proto-oncogene 1, transcription factor",Repression,24080728,v22
miRNet-hsatf-475,MI0000681,hsa-mir-155,ETS2,2114,ENSG00000157557,"ETS proto-oncogene 2, transcription factor",Activation,24362029,v22
miRNet-hsatf-476,MI0001150,hsa-mir-196b,ETS2,2114,ENSG00000157557,"ETS proto-oncogene 2, transcription factor",Repression(feedback),22298639,v22
miRNet-hsatf-477,MI0000469,hsa-mir-125a,ETV4,2118,ENSG00000175832,ETS variant transcription factor 4,Repression,24913817,v22
miRNet-hsatf-478,MI0000342,hsa-mir-200b,ETV4,2118,ENSG00000175832,ETS variant transcription factor 4,Activation,24072701,v22
miRNet-hsatf-479,MI0000077,hsa-mir-21,ETV5,2119,ENSG00000244405,ETS variant transcription factor 5,Regulation,21768389,v22
miRNet-hsatf-480,MI0000064,hsa-let-7c,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),22370893,v22
miRNet-hsatf-481,MI0000103,hsa-mir-101-1,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),24002871,v22
miRNet-hsatf-482,MI0000103,hsa-mir-101-1,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),26718325,v22
miRNet-hsatf-483,MI0000473,hsa-mir-129-2,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,27831649,v22
miRNet-hsatf-484,MI0000454,hsa-mir-137,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Regulation,20368621,v22
miRNet-hsatf-485,MI0000261,hsa-mir-139,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,22370893,v22
miRNet-hsatf-486,MI0000457,hsa-mir-141,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,25264103,v22
miRNet-hsatf-487,MI0000457,hsa-mir-141,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,25542019,v22
miRNet-hsatf-488,MI0000459,hsa-mir-143,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,26484567,v22
miRNet-hsatf-489,MI0000477,hsa-mir-146a,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,24699235,v22
miRNet-hsatf-490,MI0000681,hsa-mir-155,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,24699235,v22
miRNet-hsatf-491,MI0000737,hsa-mir-200a,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25264103,v22
miRNet-hsatf-492,MI0000737,hsa-mir-200a,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25542019,v22
miRNet-hsatf-493,MI0000737,hsa-mir-200a,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25595591,v22
miRNet-hsatf-494,MI0000342,hsa-mir-200b,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25264103,v22
miRNet-hsatf-495,MI0000342,hsa-mir-200b,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25542019,v22
miRNet-hsatf-496,MI0000342,hsa-mir-200b,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25595591,v22
miRNet-hsatf-497,MI0000342,hsa-mir-200b,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25890085,v22
miRNet-hsatf-498,MI0000342,hsa-mir-200b,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),27272214,v22
miRNet-hsatf-499,MI0000650,hsa-mir-200c,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,25017995,v22
miRNet-hsatf-500,MI0000650,hsa-mir-200c,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,25264103,v22
miRNet-hsatf-501,MI0000650,hsa-mir-200c,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,25542019,v22
miRNet-hsatf-502,MI0000293,hsa-mir-217,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Regulation,25703328,v22
miRNet-hsatf-503,MI0000294,hsa-mir-218-1,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,25526925,v22
miRNet-hsatf-504,MI0000079,hsa-mir-23a,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25648270,v22
miRNet-hsatf-505,MI0000083,hsa-mir-26a-1,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),23538750,v22
miRNet-hsatf-506,MI0000083,hsa-mir-26a-1,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),26781064,v22
miRNet-hsatf-507,MI0000750,hsa-mir-26a-2,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),23538750,v22
miRNet-hsatf-508,MI0000750,hsa-mir-26a-2,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),26781064,v22
miRNet-hsatf-509,MI0000085,hsa-mir-27a,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25648270,v22
miRNet-hsatf-510,MI0000088,hsa-mir-30a,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,25890085,v22
miRNet-hsatf-511,MI0000441,hsa-mir-30b,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,23728339,v22
miRNet-hsatf-512,MI0000255,hsa-mir-30d,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),24132643,v22
miRNet-hsatf-513,MI0000255,hsa-mir-30d,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25890085,v22
miRNet-hsatf-514,MI0000089,hsa-mir-31,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,22264793,v22
miRNet-hsatf-515,MI0000089,hsa-mir-31,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,22948084,v22
miRNet-hsatf-516,MI0000089,hsa-mir-31,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,25341040,v22
miRNet-hsatf-517,MI0000089,hsa-mir-31,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,25644061,v22
miRNet-hsatf-518,MI0000268,hsa-mir-34a,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,26136075,v22
miRNet-hsatf-519,MI0000268,hsa-mir-34a,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,27594424,v22
miRNet-hsatf-520,MI0001641,hsa-mir-429,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25264103,v22
miRNet-hsatf-521,MI0001641,hsa-mir-429,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25542019,v22
miRNet-hsatf-522,MI0001641,hsa-mir-429,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression(feedback),25595591,v22
miRNet-hsatf-523,MI0003574,hsa-mir-568,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,25311085,v22
miRNet-hsatf-524,MI0003636,hsa-mir-622,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,26404566,v22
miRNet-hsatf-525,MI0000466,hsa-mir-9-1,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,26800240,v22
miRNet-hsatf-526,MI0000467,hsa-mir-9-2,EZH2,2146,ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit,Repression,26800240,v22
miRNet-hsatf-527,MI0000299,hsa-mir-222,F2,2147,ENSG00000180210,"coagulation factor II, thrombin",Activation,19351827,v22
miRNet-hsatf-528,MI0000091,hsa-mir-33a,FGF21,26291,ENSG00000105550,fibroblast growth factor 21,Repression,27905947,v22
miRNet-hsatf-529,MI0003646,hsa-mir-33b,FGF21,26291,ENSG00000105550,fibroblast growth factor 21,Repression,27905947,v22
miRNet-hsatf-530,MI0000077,hsa-mir-21,FOS,2353,ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit",Activation,21273303,v22
miRNet-hsatf-531,MI0000077,hsa-mir-21,FOS,2353,ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit",Activation,26193421,v22
miRNet-hsatf-532,MI0000079,hsa-mir-23a,FOS,2353,ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit",Activation,23929433,v22
miRNet-hsatf-533,MI0000089,hsa-mir-31,FOS,2353,ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit",Activation,27926494,v22
miRNet-hsatf-534,MI0000268,hsa-mir-34a,FOS,2353,ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit",Regulation(feedback),27235866,v22
miRNet-hsatf-535,MI0000681,hsa-mir-155,FOSB,2354,ENSG00000125740,"FosB proto-oncogene, AP-1 transcription factor subunit",Activation,18048365,v22
miRNet-hsatf-536,MI0000078,hsa-mir-22,FOSB,2354,ENSG00000125740,"FosB proto-oncogene, AP-1 transcription factor subunit",Activation,27889568,v22
miRNet-hsatf-537,MI0000474,hsa-mir-134,FOSL1,8061,ENSG00000175592,"FOS like 1, AP-1 transcription factor subunit",Activation,27685628,v22
miRNet-hsatf-538,MI0000298,hsa-mir-221,FOSL1,8061,ENSG00000175592,"FOS like 1, AP-1 transcription factor subunit",Activation,21673316,v22
miRNet-hsatf-539,MI0000298,hsa-mir-221,FOSL1,8061,ENSG00000175592,"FOS like 1, AP-1 transcription factor subunit",Activation,21868360,v22
miRNet-hsatf-540,MI0000299,hsa-mir-222,FOSL1,8061,ENSG00000175592,"FOS like 1, AP-1 transcription factor subunit",Activation,21868360,v22
miRNet-hsatf-541,MI0000442,hsa-mir-122,FOXA2,3170,ENSG00000125798,forkhead box A2,Activation,20842632,v22
miRNet-hsatf-542,MI0000087,hsa-mir-29a,FOXA2,3170,ENSG00000125798,forkhead box A2,Activation,24722248,v22
miRNet-hsatf-543,MI0000105,hsa-mir-29b-1,FOXA2,3170,ENSG00000125798,forkhead box A2,Activation,24722248,v22
miRNet-hsatf-544,MI0000107,hsa-mir-29b-2,FOXA2,3170,ENSG00000125798,forkhead box A2,Activation,24722248,v22
miRNet-hsatf-545,MI0000735,hsa-mir-29c,FOXA2,3170,ENSG00000125798,forkhead box A2,Activation,24722248,v22
miRNet-hsatf-546,MI0000454,hsa-mir-137,FOXD3,27022,ENSG00000187140,forkhead box D3,Activation,24970808,v22
miRNet-hsatf-547,MI0000290,hsa-mir-214,FOXD3,27022,ENSG00000187140,forkhead box D3,Activation,27811858,v22
miRNet-hsatf-548,MI0003136,hsa-mir-496,FOXD3,27022,ENSG00000187140,forkhead box D3,Activation,28509407,v22
miRNet-hsatf-549,MI0000737,hsa-mir-200a,FOXF2,2295,ENSG00000137273,forkhead box F2,Repression,25798833,v22
miRNet-hsatf-550,MI0000342,hsa-mir-200b,FOXF2,2295,ENSG00000137273,forkhead box F2,Repression,25798833,v22
miRNet-hsatf-551,MI0001641,hsa-mir-429,FOXF2,2295,ENSG00000137273,forkhead box F2,Repression,25798833,v22
miRNet-hsatf-552,MI0001648,hsa-mir-449a,FOXJ1,2302,ENSG00000129654,forkhead box J1,Activation,21088493,v22
miRNet-hsatf-553,MI0000810,hsa-mir-135b,FOXM1,2305,ENSG00000111206,forkhead box M1,Activation,21888875,v22
miRNet-hsatf-554,MI0000457,hsa-mir-141,FOXM1,2305,ENSG00000111206,forkhead box M1,Repression(feedback),24918286,v22
miRNet-hsatf-555,MI0000737,hsa-mir-200a,FOXM1,2305,ENSG00000111206,forkhead box M1,Repression,24918286,v22
miRNet-hsatf-556,MI0000342,hsa-mir-200b,FOXM1,2305,ENSG00000111206,forkhead box M1,Repression,24918286,v22
miRNet-hsatf-557,MI0000650,hsa-mir-200c,FOXM1,2305,ENSG00000111206,forkhead box M1,Repression,24918286,v22
miRNet-hsatf-558,MI0001641,hsa-mir-429,FOXM1,2305,ENSG00000111206,forkhead box M1,Repression,24918286,v22
miRNet-hsatf-559,MI0000461,hsa-mir-145,FOXO1,2308,ENSG00000150907,forkhead box O1,Regulation,22936352,v22
miRNet-hsatf-560,MI0003126,hsa-mir-491,FOXO1,2308,ENSG00000150907,forkhead box O1,Activation,25749387,v22
miRNet-hsatf-561,MI0000063,hsa-let-7b,FOXO3,2309,ENSG00000118689,forkhead box O3,Activation,28398822,v22
miRNet-hsatf-562,MI0000064,hsa-let-7c,FOXO3,2309,ENSG00000118689,forkhead box O3,Activation,28398822,v22
miRNet-hsatf-563,MI0000077,hsa-mir-21,FOXO3,2309,ENSG00000118689,forkhead box O3,Repression(feedback),20371612,v22
miRNet-hsatf-564,MI0000255,hsa-mir-30d,FOXO3,2309,ENSG00000118689,forkhead box O3,Activation,23416459,v22
miRNet-hsatf-565,MI0000268,hsa-mir-34a,FOXO3,2309,ENSG00000118689,forkhead box O3,Activation,28250026,v22
miRNet-hsatf-566,MI0000742,hsa-mir-34b,FOXO3,2309,ENSG00000118689,forkhead box O3,Activation,25578861,v22
miRNet-hsatf-567,MI0000743,hsa-mir-34c,FOXO3,2309,ENSG00000118689,forkhead box O3,Activation,25578861,v22
miRNet-hsatf-568,MI0003636,hsa-mir-622,FOXO3,2309,ENSG00000118689,forkhead box O3,Activation,26528854,v22
miRNet-hsatf-569,MI0000458,hsa-mir-142,FOXP3,50943,ENSG00000049768,forkhead box P3,Repression,19098714,v22
miRNet-hsatf-570,MI0000477,hsa-mir-146a,FOXP3,50943,ENSG00000049768,forkhead box P3,Activation,25712342,v22
miRNet-hsatf-571,MI0003129,hsa-mir-146b,FOXP3,50943,ENSG00000049768,forkhead box P3,Activation,25712342,v22
miRNet-hsatf-572,MI0000681,hsa-mir-155,FOXP3,50943,ENSG00000049768,forkhead box P3,Activation,19144316,v22
miRNet-hsatf-573,MI0000681,hsa-mir-155,FOXP3,50943,ENSG00000049768,forkhead box P3,Activation,19234151,v22
miRNet-hsatf-574,MI0000681,hsa-mir-155,FOXP3,50943,ENSG00000049768,forkhead box P3,Activation,20209161,v22
miRNet-hsatf-575,MI0000681,hsa-mir-155,FOXP3,50943,ENSG00000049768,forkhead box P3,Activation,21743493,v22
miRNet-hsatf-576,MI0000273,hsa-mir-183,FOXP3,50943,ENSG00000049768,forkhead box P3,Activation,22705645,v22
miRNet-hsatf-577,MI0000457,hsa-mir-141,FUS,2521,ENSG00000089280,FUS RNA binding protein,Activation(feedback),25004804,v22
miRNet-hsatf-578,MI0000737,hsa-mir-200a,FUS,2521,ENSG00000089280,FUS RNA binding protein,Activation(feedback),25004804,v22
miRNet-hsatf-579,MI0000455,hsa-mir-138-2,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,23208504,v22
miRNet-hsatf-580,MI0000460,hsa-mir-144,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,18303114,v22
miRNet-hsatf-581,MI0003129,hsa-mir-146b,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,24982425,v22
miRNet-hsatf-582,MI0000253,hsa-mir-148a,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,25277193,v22
miRNet-hsatf-583,MI0001150,hsa-mir-196b,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,24608802,v22
miRNet-hsatf-584,MI0000079,hsa-mir-23a,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,23420868,v22
miRNet-hsatf-585,MI0000079,hsa-mir-23a,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,24049083,v22
miRNet-hsatf-586,MI0000081,hsa-mir-24-2,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,24049083,v22
miRNet-hsatf-587,MI0000085,hsa-mir-27a,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,24049083,v22
miRNet-hsatf-588,MI0000760,hsa-mir-361,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,23420868,v22
miRNet-hsatf-589,MI0001721,hsa-mir-431,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,23420868,v22
miRNet-hsatf-590,MI0005540,hsa-mir-889,GATA1,2623,ENSG00000102145,GATA binding protein 1,Activation,23420868,v22
miRNet-hsatf-591,MI0000471,hsa-mir-126,GATA2,2624,ENSG00000179348,GATA binding protein 2,Activation,27780851,v22
miRNet-hsatf-592,MI0000253,hsa-mir-148a,GATA2,2624,ENSG00000179348,GATA binding protein 2,Activation,25277193,v22
miRNet-hsatf-593,MI0000298,hsa-mir-221,GATA2,2624,ENSG00000179348,GATA binding protein 2,Repression,27780851,v22
miRNet-hsatf-594,MI0000079,hsa-mir-23a,GATA2,2624,ENSG00000179348,GATA binding protein 2,Repression,24049083,v22
miRNet-hsatf-595,MI0000081,hsa-mir-24-2,GATA2,2624,ENSG00000179348,GATA binding protein 2,Repression,24049083,v22
miRNet-hsatf-596,MI0000085,hsa-mir-27a,GATA2,2624,ENSG00000179348,GATA binding protein 2,Repression(feedback),24049083,v22
miRNet-hsatf-597,MI0000749,hsa-mir-30e,GATA2,2624,ENSG00000179348,GATA binding protein 2,Activation,27780851,v22
miRNet-hsatf-598,MI0000089,hsa-mir-31,GATA2,2624,ENSG00000179348,GATA binding protein 2,Activation,27926494,v22
miRNet-hsatf-599,MI0000469,hsa-mir-125a,GATA3,2625,ENSG00000107485,GATA binding protein 3,Activation,26424054,v22
miRNet-hsatf-600,MI0000476,hsa-mir-138-1,GATA3,2625,ENSG00000107485,GATA binding protein 3,Activation,25339353,v22
miRNet-hsatf-601,MI0000455,hsa-mir-138-2,GATA3,2625,ENSG00000107485,GATA binding protein 3,Activation,25339353,v22
miRNet-hsatf-602,MI0000737,hsa-mir-200a,GATA3,2625,ENSG00000107485,GATA binding protein 3,Repression(feedback),21403400,v22
miRNet-hsatf-603,MI0000342,hsa-mir-200b,GATA3,2625,ENSG00000107485,GATA binding protein 3,Repression,21403400,v22
miRNet-hsatf-604,MI0000650,hsa-mir-200c,GATA3,2625,ENSG00000107485,GATA binding protein 3,Repression,21403400,v22
miRNet-hsatf-605,MI0000460,hsa-mir-144,GATA4,2626,ENSG00000136574,GATA binding protein 4,Activation,20708014,v22
miRNet-hsatf-606,MI0000460,hsa-mir-144,GATA4,2626,ENSG00000285109,GATA binding protein 4,Activation,20708014,v22
miRNet-hsatf-607,MI0000255,hsa-mir-30d,GATA6,2627,ENSG00000141448,GATA binding protein 6,Repression(feedback),25950484,v22
miRNet-hsatf-608,MI0000749,hsa-mir-30e,GATA6,2627,ENSG00000141448,GATA binding protein 6,Repression(feedback),25950484,v22
miRNet-hsatf-609,MI0001150,hsa-mir-196b,GFI1,2672,ENSG00000162676,growth factor independent 1 transcriptional repressor,Repression,24334453,v22
miRNet-hsatf-610,MI0000077,hsa-mir-21,GFI1,2672,ENSG00000162676,growth factor independent 1 transcriptional repressor,Repression,24334453,v22
miRNet-hsatf-611,MI0000087,hsa-mir-29a,GLI1,2735,ENSG00000111087,GLI family zinc finger 1,Repression,20564213,v22
miRNet-hsatf-612,MI0000105,hsa-mir-29b-1,GLI1,2735,ENSG00000111087,GLI family zinc finger 1,Repression,20564213,v22
miRNet-hsatf-613,MI0000449,hsa-mir-132,GNRH1,2796,ENSG00000147437,gonadotropin releasing hormone 1,Activation,21372146,v22
miRNet-hsatf-614,MI0000288,hsa-mir-212,GNRH1,2796,ENSG00000147437,gonadotropin releasing hormone 1,Activation,21372146,v22
miRNet-hsatf-615,MI0000457,hsa-mir-141,GRHL2,79977,ENSG00000083307,grainyhead like transcription factor 2,Activation,26933170,v22
miRNet-hsatf-616,MI0000737,hsa-mir-200a,GRHL2,79977,ENSG00000083307,grainyhead like transcription factor 2,Activation(feedback),26887977,v22
miRNet-hsatf-617,MI0000737,hsa-mir-200a,GRHL2,79977,ENSG00000083307,grainyhead like transcription factor 2,Activation(feedback),26933170,v22
miRNet-hsatf-618,MI0000342,hsa-mir-200b,GRHL2,79977,ENSG00000083307,grainyhead like transcription factor 2,Activation,26887977,v22
miRNet-hsatf-619,MI0000342,hsa-mir-200b,GRHL2,79977,ENSG00000083307,grainyhead like transcription factor 2,Activation,26933170,v22
miRNet-hsatf-620,MI0000650,hsa-mir-200c,GRHL2,79977,ENSG00000083307,grainyhead like transcription factor 2,Activation,26933170,v22
miRNet-hsatf-621,MI0000283,hsa-mir-203a,GRHL2,79977,ENSG00000083307,grainyhead like transcription factor 2,Activation,26887977,v22
miRNet-hsatf-622,MI0001641,hsa-mir-429,GRHL2,79977,ENSG00000083307,grainyhead like transcription factor 2,Activation,26887977,v22
miRNet-hsatf-623,MI0001641,hsa-mir-429,GRHL2,79977,ENSG00000083307,grainyhead like transcription factor 2,Activation,26933170,v22
miRNet-hsatf-624,MI0000077,hsa-mir-21,GRHL3,57822,ENSG00000158055,grainyhead like transcription factor 3,Repression,22614019,v22
miRNet-hsatf-625,MI0000477,hsa-mir-146a,HDAC1,3065,ENSG00000116478,histone deacetylase 1,Repression,26224317,v22
miRNet-hsatf-626,MI0000737,hsa-mir-200a,HDAC1,3065,ENSG00000116478,histone deacetylase 1,Repression,25279705,v22
miRNet-hsatf-627,MI0000342,hsa-mir-200b,HDAC1,3065,ENSG00000116478,histone deacetylase 1,Repression,24830600,v22
miRNet-hsatf-628,MI0000342,hsa-mir-200b,HDAC1,3065,ENSG00000116478,histone deacetylase 1,Repression,25279705,v22
miRNet-hsatf-629,MI0000268,hsa-mir-34a,HDAC1,3065,ENSG00000116478,histone deacetylase 1,Repression(feedback),26035691,v22
miRNet-hsatf-630,MI0001446,hsa-mir-424,HDAC1,3065,ENSG00000116478,histone deacetylase 1,Repression,23724129,v22
miRNet-hsatf-631,MI0001641,hsa-mir-429,HDAC1,3065,ENSG00000116478,histone deacetylase 1,Repression,25279705,v22
miRNet-hsatf-632,MI0003188,hsa-mir-503,HDAC1,3065,ENSG00000116478,histone deacetylase 1,Repression,23724129,v22
miRNet-hsatf-633,MI0000448,hsa-mir-130a,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,26436920,v22
miRNet-hsatf-634,MI0000457,hsa-mir-141,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression(feedback),23975430,v22
miRNet-hsatf-635,MI0000681,hsa-mir-155,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,24675724,v22
miRNet-hsatf-636,MI0000272,hsa-mir-182,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,23625969,v22
miRNet-hsatf-637,MI0000273,hsa-mir-183,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,23625969,v22
miRNet-hsatf-638,MI0000737,hsa-mir-200a,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,23975430,v22
miRNet-hsatf-639,MI0000342,hsa-mir-200b,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,23975430,v22
miRNet-hsatf-640,MI0000342,hsa-mir-200b,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,24174534,v22
miRNet-hsatf-641,MI0000650,hsa-mir-200c,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,23975430,v22
miRNet-hsatf-642,MI0000650,hsa-mir-200c,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,25791170,v22
miRNet-hsatf-643,MI0001446,hsa-mir-424,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,23724129,v22
miRNet-hsatf-644,MI0001641,hsa-mir-429,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,23975430,v22
miRNet-hsatf-645,MI0003188,hsa-mir-503,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,23724129,v22
miRNet-hsatf-646,MI0000098,hsa-mir-96,HDAC2,3066,ENSG00000196591,histone deacetylase 2,Repression,23625969,v22
miRNet-hsatf-647,MI0000289,hsa-mir-181a-1,HDAC3,8841,ENSG00000171720,histone deacetylase 3,Repression,26580398,v22
miRNet-hsatf-648,MI0000489,hsa-mir-195,HDAC3,8841,ENSG00000171720,histone deacetylase 3,Repression,27179445,v22
miRNet-hsatf-649,MI0000255,hsa-mir-30d,HDAC3,8841,ENSG00000171720,histone deacetylase 3,Repression,26432290,v22
miRNet-hsatf-650,MI0000089,hsa-mir-31,HDAC3,8841,ENSG00000171720,histone deacetylase 3,Repression,25644061,v22
miRNet-hsatf-651,MI0000098,hsa-mir-96,HDAC3,8841,ENSG00000171720,histone deacetylase 3,Repression,25742700,v22
miRNet-hsatf-652,MI0000681,hsa-mir-155,HDAC4,9759,ENSG00000068024,histone deacetylase 4,Repression,24675724,v22
miRNet-hsatf-653,MI0000482,hsa-mir-185,HDAC4,9759,ENSG00000068024,histone deacetylase 4,Repression,26747785,v22
miRNet-hsatf-654,MI0000737,hsa-mir-200a,HDAC4,9759,ENSG00000068024,histone deacetylase 4,Activation,21837748,v22
miRNet-hsatf-655,MI0000737,hsa-mir-200a,HDAC4,9759,ENSG00000068024,histone deacetylase 4,Repression,24830600,v22
miRNet-hsatf-656,MI0000342,hsa-mir-200b,HDAC4,9759,ENSG00000068024,histone deacetylase 4,Repression,24830600,v22
miRNet-hsatf-657,MI0000087,hsa-mir-29a,HDAC4,9759,ENSG00000068024,histone deacetylase 4,Repression(feedback),27196750,v22
miRNet-hsatf-658,MI0000105,hsa-mir-29b-1,HDAC4,9759,ENSG00000068024,histone deacetylase 4,Repression(feedback),27196750,v22
miRNet-hsatf-659,MI0000735,hsa-mir-29c,HDAC4,9759,ENSG00000068024,histone deacetylase 4,Activation(feedback),25612003,v22
miRNet-hsatf-660,MI0000268,hsa-mir-34a,HDAC4,9759,ENSG00000068024,histone deacetylase 4,Repression,23658738,v22
miRNet-hsatf-661,MI0001641,hsa-mir-429,HDAC4,9759,ENSG00000068024,histone deacetylase 4,Repression,24830600,v22
