Geneid	021_control	021_TGFb1	021_TGFb2	025_control	025_TGFb1	025_TGFb2	029_control	029_TGFb1	029_TGFb2	050_control	050_TGFb1	050_TGFb2	LGP3_control	LGP3_TGFb1	LGP3_TGFb2	LGP5_control	LGP5_TGFb1	LGP5_TGFb2
hsa-miR-3085-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1287-5p	304	278	288	155	147	195	188	91	170	187	190	230	496	271	549	380	272	376
hsa-miR-1287-3p	0	1	2	0	0	0	2	0	1	1	0	0	0	1	1	3	1	0
hsa-miR-4685-5p	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1
hsa-miR-4685-3p	4	4	5	2	1	2	1	4	1	2	3	5	2	3	6	3	9	4
hsa-miR-6507-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6507-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3158-3p	4	4	0	0	2	2	6	0	0	2	4	4	4	0	0	2	8	4
hsa-miR-3158-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-146b-5p	3533	1567	3354	1049	665	1006	1483	501	1256	2035	920	2283	4296	1196	4449	3176	1073	2465
hsa-miR-146b-3p	56	23	62	9	13	19	34	8	26	30	12	30	109	18	61	43	26	64
hsa-miR-1307-3p	966	1353	670	882	1486	1147	1155	962	1176	565	1037	551	1406	1264	1007	1182	1402	1302
hsa-miR-1307-5p	614	985	760	616	494	485	651	238	422	568	967	789	786	310	857	977	896	602
hsa-miR-936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-609	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	2
hsa-miR-4482-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4482-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4680-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4680-3p	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
hsa-miR-548e-3p	4	9	9	13	7	7	8	2	5	10	15	24	12	8	15	22	3	9
hsa-miR-548e-5p	6	7	17	5	9	1	11	1	7	5	6	11	15	5	16	3	4	8
hsa-miR-6715b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6715b-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6715a-3p	0	0	2	0	0	0	0	1	0	0	2	3	1	1	0	0	2	0
hsa-miR-4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4483	1	0	0	0	0	1	3	0	3	0	2	1	0	0	0	0	0	0
hsa-miR-2110	117	138	89	95	116	115	166	118	147	76	107	71	209	166	127	122	173	120
hsa-miR-9851-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-9851-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3663-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3663-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4682	2	4	0	2	1	2	0	0	2	0	0	0	0	2	2	0	0	0
hsa-miR-3941	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
hsa-miR-4296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4484	3	0	4	5	0	11	2	0	1	7	5	8	2	9	1	12	7	4
hsa-miR-4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378c	21	15	27	39	11	66	63	10	50	38	26	46	38	17	45	70	49	55
hsa-miR-202-5p	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-202-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3944-3p	0	0	1	0	1	0	2	0	0	0	0	0	1	2	0	0	3	1
hsa-miR-3944-5p	0	0	0	1	1	0	0	3	0	1	0	0	1	1	1	0	0	0
hsa-miR-6743-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6743-3p	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
hsa-miR-210-3p	303	1035	557	442	1020	557	400	442	547	760	1801	1122	1214	1003	1773	674	834	763
hsa-miR-210-5p	5	2	1	8	1	1	6	0	9	1	8	3	5	14	2	6	8	0
hsa-miR-6744-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6744-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7847-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-675-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-675-3p	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
hsa-miR-483-5p	0	1	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0
hsa-miR-483-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4687-5p	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	0	2	1
hsa-miR-4687-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-302e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4485-3p	929	272	542	637	101	305	304	73	401	161	295	168	85	549	75	4	22	3
hsa-miR-4485-5p	83	50	61	69	23	64	36	17	66	30	50	46	26	80	61	5	9	2
hsa-miR-4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3159	0	0	2	2	3	0	2	0	0	2	2	1	0	0	1	0	1	0
hsa-miR-4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4694-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4694-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-610	0	2	0	0	0	0	0	0	0	2	0	0	1	1	0	3	0	1
hsa-miR-8068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1343-3p	7	6	4	3	1	13	6	8	9	4	4	11	13	2	0	13	14	12
hsa-miR-1343-5p	0	0	0	0	0	0	0	0	0	1	0	0	1	3	3	0	0	0
hsa-miR-3973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-670-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-670-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-5p	66	78	62	192	502	202	146	202	140	64	232	54	304	514	374	581	466	758
hsa-miR-129-2-3p	3	3	6	5	3	14	23	1	5	3	12	1	6	16	4	55	11	28
hsa-miR-7154-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7154-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4688	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2
hsa-miR-3160-3p	0	2	0	0	2	0	8	0	0	2	1	2	0	0	0	0	0	0
hsa-miR-3160-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-5582-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5582-3p	0	0	0	0	0	1	1	0	0	5	0	0	5	4	0	0	4	1
hsa-miR-6745	0	1	0	4	1	2	1	0	0	0	0	0	0	1	0	1	0	1
hsa-miR-4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3161	0	0	0	0	1	0	0	0	0	1	2	3	0	0	0	0	3	1
hsa-miR-6128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-130a-5p	3	10	6	11	6	14	2	2	5	17	6	8	5	12	15	7	3	1
hsa-miR-130a-3p	4636	4309	5644	5247	4918	3765	5159	1936	3991	4851	5151	5852	5688	4986	7943	7215	3759	5318
hsa-miR-3162-5p	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
hsa-miR-3162-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6503-5p	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	2
hsa-miR-6503-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1908-5p	5	12	5	9	15	7	17	21	11	9	13	9	37	14	24	10	30	15
hsa-miR-1908-3p	0	3	0	2	1	0	4	2	3	7	3	6	8	4	8	2	0	0
hsa-miR-6746-5p	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	1	2	1
hsa-miR-6746-3p	4	0	1	2	0	2	0	0	6	3	0	1	4	2	1	5	1	1
hsa-miR-6747-5p	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6747-3p	18	16	14	22	30	17	21	24	25	12	11	13	29	23	19	15	19	24
hsa-miR-6748-5p	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-6748-3p	0	0	1	1	3	2	4	0	0	4	0	0	3	1	1	1	5	0
hsa-miR-6514-5p	5	8	12	15	20	6	3	13	15	9	16	9	8	12	18	8	7	15
hsa-miR-6514-3p	1	6	4	2	0	1	0	1	3	3	5	3	3	3	1	6	1	3
hsa-miR-7155-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
hsa-miR-7155-3p	0	0	1	0	0	2	1	1	0	0	0	0	0	0	1	2	2	2
hsa-miR-1237-3p	4	3	1	5	7	1	6	2	6	2	0	0	0	3	2	7	9	4
hsa-miR-1237-5p	1	0	0	2	5	0	2	0	2	0	0	0	0	1	0	2	0	0
hsa-miR-10392-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2
hsa-miR-10392-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-192-5p	651	1208	667	864	1003	709	949	733	862	763	1266	912	1275	1218	1257	584	432	467
hsa-miR-192-3p	2	5	6	9	5	5	3	4	5	8	2	6	14	8	2	3	5	3
hsa-miR-194-3p	3	10	2	4	7	1	6	7	2	4	5	4	2	9	4	4	0	0
hsa-miR-6750-5p	0	0	0	0	1	0	2	2	0	0	0	0	0	4	0	1	0	0
hsa-miR-6750-3p	0	2	1	2	3	2	2	6	0	0	0	1	0	1	1	3	0	0
hsa-miR-6749-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6749-3p	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0
hsa-miR-6879-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6879-3p	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	0	2	0
hsa-miR-6751-5p	1	0	0	0	0	0	0	2	0	0	0	3	2	0	0	0	1	0
hsa-miR-6751-3p	1	2	0	0	0	1	0	3	0	0	1	0	0	0	0	4	0	0
hsa-miR-612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4690-5p	0	0	7	1	0	0	0	0	2	0	2	0	0	0	0	0	1	0
hsa-miR-4690-3p	0	1	3	2	5	1	0	0	0	0	1	0	0	0	5	1	0	0
hsa-miR-4489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3163	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-6860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6752-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6752-3p	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-7113-5p	0	2	2	3	5	4	1	0	3	1	1	0	4	1	1	2	0	0
hsa-miR-7113-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4691-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4691-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
hsa-miR-6753-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6753-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3164	1	0	1	0	4	4	2	0	0	3	4	1	4	5	0	7	3	9
hsa-miR-548k	3	9	14	6	6	16	17	3	19	9	2	5	13	11	10	8	2	12
hsa-miR-3664-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3664-3p	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6754-5p	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	2	0	0
hsa-miR-6754-3p	0	0	2	0	0	4	7	0	3	1	0	2	0	0	1	3	4	2
hsa-miR-3165	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-139-5p	4	43	7	17	5	19	12	24	5	6	34	15	14	38	32	2	3	1
hsa-miR-139-3p	2	19	3	8	2	4	13	15	5	3	16	5	2	11	3	0	2	0
hsa-miR-4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548al	0	0	0	0	2	0	0	0	1	0	0	1	0	1	4	1	0	0
hsa-miR-4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-326	23	41	44	60	20	61	35	11	19	64	20	83	126	22	140	65	82	52
hsa-miR-708-5p	2944	4641	5326	1172	3756	3009	1110	1799	2836	1491	4491	3134	3892	3297	3526	615	580	984
hsa-miR-708-3p	80	142	208	38	339	61	41	151	130	54	204	117	137	141	161	18	1	38
hsa-miR-5579-5p	0	3	0	1	0	4	0	0	5	0	0	3	0	0	1	0	0	0
hsa-miR-5579-3p	0	0	3	1	0	0	0	0	1	1	0	0	2	0	7	0	0	0
hsa-miR-4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6755-5p	1	0	0	1	3	1	0	2	0	0	0	2	0	0	0	0	1	0
hsa-miR-6755-3p	0	2	3	6	1	1	1	1	5	3	3	1	2	1	1	3	3	2
hsa-miR-3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1304-5p	0	2	1	2	5	3	2	3	0	4	2	5	2	2	5	1	1	5
hsa-miR-1304-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548l	7	1	0	3	2	2	3	0	4	3	1	2	0	5	1	5	8	5
hsa-miR-1260b	37	36	21	12	54	19	43	19	37	51	28	59	59	34	69	41	48	55
hsa-miR-3920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4693-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4693-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34b-5p	19	27	40	18	18	29	97	26	60	76	62	69	140	75	83	56	5	29
hsa-miR-34b-3p	29	17	27	25	42	12	98	30	92	56	53	91	117	197	140	28	40	32
hsa-miR-34c-5p	206	151	214	139	186	121	624	128	477	475	440	617	925	581	779	320	263	174
hsa-miR-34c-3p	16	8	16	4	19	5	67	18	50	39	17	40	53	61	57	31	28	27
hsa-miR-4301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6716-5p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6716-3p	11	22	10	4	13	13	12	10	17	5	13	20	10	12	23	8	16	17
hsa-miR-4492	0	0	0	2	1	3	0	5	1	0	0	0	0	3	0	0	0	0
hsa-miR-6756-5p	1	1	2	3	4	1	10	3	2	0	0	0	4	5	1	5	3	4
hsa-miR-6756-3p	1	1	2	4	10	1	15	3	3	0	2	0	4	5	2	7	12	5
hsa-miR-125b-5p	1192341	955550	1148219	1195744	1218541	1179663	1569437	776452	1423943	1007168	1279101	1096533	1863298	1505270	2065789	1529647	1230284	1559175
hsa-miR-125b-1-3p	1518	1643	1507	1083	1829	1598	1435	802	1197	825	1177	1146	1956	1701	1724	1840	1851	1563
hsa-let-7a-5p	1633800	2235900	1491358	2197575	2496253	2292256	2435387	2029425	2218935	1683602	2367489	1942207	3067667	3307116	2968149	2995818	2409947	3341245
hsa-let-7a-2-3p	284	349	283	272	327	211	230	187	235	243	320	315	258	261	304	153	139	142
hsa-miR-10526-3p	17	14	9	14	12	10	4	3	8	3	11	9	12	33	5	5	10	6
hsa-miR-100-5p	78736	95979	85887	69673	47101	83974	85354	29095	78205	70686	78482	88786	81273	86995	83437	81935	37188	58379
hsa-miR-100-3p	1272	1525	1429	1015	1105	972	866	387	937	751	1639	1091	975	1062	1136	711	593	501
hsa-miR-4493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3167	8	1	1	6	0	1	5	2	1	2	1	5	2	2	1	2	5	2
hsa-miR-6090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4697-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4697-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200c-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200c-3p	64	85	59	18	109	28	29	60	21	54	73	63	121	99	159	28	25	34
hsa-miR-141-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
hsa-miR-141-3p	27	20	29	12	20	9	16	14	9	22	31	27	33	14	47	7	8	4
hsa-miR-1244	0	0	0	0	0	4	0	9	0	8	0	0	0	0	0	1	0	0
hsa-miR-613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-614	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7851-3p	1	0	0	1	0	1	0	0	0	1	2	1	11	0	1	2	0	4
hsa-miR-4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6505-5p	7	9	17	10	12	20	4	2	4	5	1	7	13	18	8	3	5	8
hsa-miR-6505-3p	5	3	11	6	3	8	2	4	8	5	6	3	2	0	6	6	3	5
hsa-miR-1291	3125	3849	3347	5345	3995	4800	5121	4765	4620	3829	2842	3982	1151	2310	1552	4220	9864	750
hsa-miR-4701-5p	0	2	2	0	4	0	1	0	1	1	0	1	0	0	1	1	1	1
hsa-miR-4701-3p	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-1293	37	43	41	18	17	19	24	24	21	29	27	40	31	32	42	8	6	11
hsa-miR-9898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6757-5p	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	4	0
hsa-miR-6757-3p	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
hsa-miR-196a-5p	1	0	0	0	1	0	0	0	2	1	6	6	2	0	0	10	17	9
hsa-miR-196a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-615-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-615-3p	2	0	0	0	0	0	0	0	2	1	0	1	0	0	4	0	0	0
hsa-miR-3198	2	2	0	6	6	0	0	0	0	4	4	0	12	9	8	2	0	10
hsa-miR-148b-5p	52	64	42	50	37	41	50	24	47	40	78	47	93	26	85	75	70	71
hsa-miR-148b-3p	5459	7209	6135	6415	6371	5289	7360	3079	6338	6003	8625	7915	10571	5961	10518	9721	11957	8987
hsa-miR-1228-5p	1	18	6	8	5	9	3	2	6	2	9	7	10	10	21	4	7	4
hsa-miR-1228-3p	17	29	26	28	33	27	27	3	23	11	33	24	48	68	65	4	15	7
hsa-miR-6758-5p	0	0	1	1	0	0	0	2	1	0	0	1	1	1	2	1	1	1
hsa-miR-6758-3p	2	0	1	1	0	0	5	2	1	2	1	1	9	2	1	1	0	2
hsa-miR-616-5p	3	6	2	6	5	5	6	3	5	2	3	5	3	5	3	0	6	2
hsa-miR-616-3p	0	3	5	2	3	10	18	6	5	10	5	6	11	12	22	6	5	17
hsa-miR-6759-5p	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-6759-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
hsa-miR-26a-5p	89057	89248	89600	77009	77181	75862	102561	34790	82979	80732	83624	97849	194027	88022	186077	277677	159127	205572
hsa-miR-26a-2-3p	42	69	49	34	37	29	59	4	27	52	31	44	98	34	85	187	121	77
hsa-miR-6125	3	0	0	1	0	0	0	0	1	0	0	1	0	0	1	4	0	1
hsa-let-7i-5p	228876	302839	213460	153528	160217	141786	153424	128728	136493	241803	268869	274823	299320	205382	293028	182418	171239	188461
hsa-let-7i-3p	509	848	770	391	407	211	281	256	235	739	921	1031	759	207	943	537	496	332
hsa-miR-10527-5p	30	69	20	34	26	35	33	27	25	10	23	12	12	25	24	26	25	25
hsa-miR-548c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6502-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6502-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3913-5p	48	27	45	26	18	36	29	0	16	14	14	14	16	30	45	30	23	23
hsa-miR-3913-3p	0	11	7	0	8	0	3	0	10	0	2	8	6	10	13	0	2	5
hsa-miR-1252-5p	0	4	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0
hsa-miR-1252-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-618	10	13	4	0	9	0	1	0	6	2	3	0	4	1	8	47	38	43
hsa-miR-4699-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4699-3p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3059-5p	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3059-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7844-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-331-5p	26	39	47	12	36	24	54	25	44	27	37	29	36	44	46	48	40	31
hsa-miR-331-3p	1081	670	952	1357	876	1152	1461	671	1275	889	1114	855	1174	1570	1479	1479	1192	1026
hsa-miR-3685	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-1251-5p	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-3p	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135a-5p	2	0	2	6	8	14	12	6	14	8	12	18	4	12	6	16	18	24
hsa-miR-135a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3652	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
hsa-miR-3922-3p	0	0	0	1	0	1	0	0	1	0	0	2	2	1	1	0	0	1
hsa-miR-3922-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-619-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-619-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4497	2	0	0	0	2	3	0	3	1	4	0	1	4	0	4	1	2	1
hsa-miR-6760-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6760-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6761-5p	5	3	5	0	0	3	2	1	6	0	4	2	3	0	4	5	3	1
hsa-miR-6761-3p	1	0	0	0	2	0	6	0	0	0	3	0	0	0	0	0	1	0
hsa-miR-3657	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6861-5p	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0
hsa-miR-6861-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
