gene_id	gene_symbol	TM_C_1	TM_C_2	TM_C_3	TM_C_4	TM_C_5	TM_T_1	TM_T_2	TM_T_3	TM_T_4	TM_T_5
ENSG00000265956.1	MIR4445	0	0	0	0	0	0	0	0	0	0
ENSG00000242029.1	AC078980.1	0	0	2	0	0	0	0	0	0	1
ENSG00000271249.1	DIMT1P1	0	0	0	0	0	0	0	0	0	0
ENSG00000214380.4	NFYBP1	0	0	0	0	0	0	0	0	0	0
ENSG00000243945.1	AC078918.1	0	0	0	0	0	0	0	0	0	0
ENSG00000240895.1	AC117430.1	0	0	0	0	0	0	0	0	0	0
ENSG00000221206.1	RNU6ATAC15P	0	0	0	0	0	0	0	0	0	0
ENSG00000244722.1	RPSAP29	0	0	0	0	0	0	0	0	0	0
ENSG00000201426.1	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000242242.6	NECTIN3-AS1	4	5	22	14	29	19	4	11	8	17
ENSG00000177707.11	NECTIN3	399	677	1303	886	957	962	632	1157	807	892
ENSG00000153283.13	CD96	0	0	2	2	4	2	8	0	2	0
ENSG00000239311.1	AC092916.1	0	0	0	0	0	0	0	0	0	0
ENSG00000244142.1	ATP6V0CP2	0	0	0	0	0	0	0	0	0	0
ENSG00000240787.1	AC092916.2	0	0	0	0	0	0	0	0	0	2
ENSG00000177494.6	ZBED2	8	19	57	48	14	38	48	23	32	19
ENSG00000244720.1	NT5C3AP2	0	0	0	0	0	0	0	0	0	0
ENSG00000240891.8	PLCXD2	30	128	156	236	122	207	211	382	227	126
ENSG00000240766.1	PLCXD2-AS1	1	0	0	0	0	0	0	0	0	0
ENSG00000144824.21	PHLDB2	1071	3269	1299	1635	1470	963	2372	704	1025	649
ENSG00000286492.1	AC117509.1	3	6	4	0	3	1	1	0	5	4
ENSG00000144827.9	ABHD10	579	614	489	717	653	693	466	675	640	515
ENSG00000144834.14	TAGLN3	49	163	36	785	23	120	193	154	557	12
ENSG00000239439.1	RFKP2	0	0	0	0	0	0	0	0	0	0
ENSG00000176040.13	TMPRSS7	3	1	6	4	0	3	5	6	2	0
ENSG00000114529.13	C3orf52	69	93	140	242	127	166	110	241	214	208
ENSG00000207940.1	MIR567	0	0	0	0	0	0	0	2	0	0
ENSG00000174500.13	GCSAM	9	10	14	22	8	20	10	23	18	21
ENSG00000261488.1	TBILA	8	6	32	30	27	12	19	37	25	31
ENSG00000172139.15	SLC9C1	1	1	12	4	9	12	1	9	14	6
ENSG00000244144.1	AC128688.1	1	0	0	2	3	0	0	2	0	0
ENSG00000239482.6	AC112487.1	2	0	0	0	2	2	0	2	0	1
ENSG00000283669.1	AC112487.2	0	0	0	0	0	0	0	0	0	0
ENSG00000091972.18	CD200	49	269	105	69	222	56	172	105	19	154
ENSG00000243081.2	AC092894.1	0	0	1	0	0	0	0	0	0	0
ENSG00000186265.10	BTLA	3	1	0	1	3	1	0	2	0	0
ENSG00000242525.1	OR7E100P	0	0	0	0	0	0	0	0	1	0
ENSG00000279349.1	AC092692.1	1	1	1	2	1	0	1	2	5	2
ENSG00000144848.11	ATG3	678	797	783	992	915	1078	843	995	967	809
ENSG00000138459.9	SLC35A5	606	783	529	574	701	752	641	709	608	710
ENSG00000091986.16	CCDC80	11059	31228	22423	7364	5672	11640	27257	7380	4300	3485
ENSG00000242308.2	AC048334.1	0	0	2	1	1	0	0	0	0	2
ENSG00000240893.1	LINC02042	0	0	0	0	0	0	0	0	0	0
ENSG00000242770.2	CD200R1L-AS1	0	0	0	0	0	0	0	2	0	0
ENSG00000206531.10	CD200R1L	0	0	0	0	0	0	0	0	0	0
ENSG00000163606.11	CD200R1	1	0	0	2	0	2	0	0	1	0
ENSG00000272844.1	AC074044.1	2	2	0	0	1	1	0	0	0	0
ENSG00000163607.17	GTPBP8	144	149	132	157	169	167	123	158	152	152
ENSG00000163608.15	NEPRO	538	685	507	548	508	532	386	555	476	509
ENSG00000240057.6	AC078785.1	24	14	8	10	14	17	8	16	12	15
ENSG00000243483.1	AC078785.3	1	0	0	0	0	0	0	0	0	0
ENSG00000241219.1	AC078785.2	0	0	0	0	0	0	0	0	0	0
ENSG00000243795.1	LINC02044	3	0	5	1	0	4	1	2	0	2
ENSG00000144857.14	BOC	275	381	52	58	109	152	244	169	67	165
ENSG00000288079.1	AC026329.1	0	0	0	0	0	0	1	0	0	2
ENSG00000206530.11	CFAP44	83	60	23	26	48	68	56	71	65	67
ENSG00000240751.1	AC026348.1	0	0	0	0	0	0	1	0	3	0
ENSG00000285943.1	AC112128.1	0	1	0	6	0	2	0	7	1	2
ENSG00000243849.2	CFAP44-AS1	1	0	0	0	0	0	0	0	0	0
ENSG00000275670.1	MIR8076	0	0	0	0	0	0	0	0	0	0
ENSG00000163611.11	SPICE1	8	9	11	12	11	13	14	20	18	8
ENSG00000072858.11	SIDT1	0	1	0	1	0	0	2	0	0	2
ENSG00000239453.1	SIDT1-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000265253.1	MIR4446	0	0	0	0	0	0	0	0	0	0
ENSG00000241529.3	RN7SL767P	0	1	1	0	0	3	0	0	0	0
ENSG00000176542.10	USF3	148	295	176	137	143	125	178	171	130	169
ENSG00000121579.13	NAA50	2634	2206	2505	2644	2960	2870	1896	2793	2925	2206
ENSG00000239280.1	AC108693.1	0	1	1	0	0	0	0	0	2	0
ENSG00000242659.1	AC108693.2	0	4	1	4	7	3	2	3	4	3
ENSG00000114573.10	ATP6V1A	3852	3978	4385	3870	5296	3488	2544	2984	3597	3023
ENSG00000178075.20	GRAMD1C	56	62	49	108	115	73	58	33	52	57
ENSG00000240776.1	AC079944.1	1	1	3	0	3	1	0	0	0	0
ENSG00000241889.1	AC079944.2	2	3	10	10	8	4	0	6	8	1
ENSG00000240375.1	VPS26AP1	0	0	0	0	0	0	0	0	0	0
ENSG00000273394.1	AC128687.2	0	0	0	0	1	1	2	0	0	0
ENSG00000184307.16	ZDHHC23	61	68	75	130	147	67	59	121	128	131
ENSG00000163617.11	CCDC191	76	139	51	80	72	39	129	35	59	52
ENSG00000270880.1	AC128687.1	0	0	0	0	0	0	0	0	0	0
ENSG00000287805.1	AC128687.3	0	0	0	0	0	0	0	0	0	0
ENSG00000285836.1	AC092896.1	0	0	2	1	0	1	2	0	2	0
ENSG00000151576.10	QTRT2	270	393	400	428	464	419	286	426	368	414
ENSG00000240912.1	H2BP3	0	0	0	0	0	0	0	0	0	0
ENSG00000151577.13	DRD3	0	0	0	0	0	0	0	1	0	0
ENSG00000241490.1	AC093010.1	0	0	0	5	0	1	2	0	0	0
ENSG00000240487.1	FAM214BP1	0	0	0	0	0	0	0	0	0	0
ENSG00000174255.8	ZNF80	0	0	0	0	0	1	0	0	0	0
ENSG00000181847.12	TIGIT	4	1	0	3	2	1	0	1	0	0
ENSG00000181722.17	ZBTB20	21	43	25	26	29	16	31	53	18	18
ENSG00000259976.3	AC093010.2	0	0	0	0	0	0	0	0	0	0
ENSG00000284134.1	MIR568	0	0	0	0	0	0	0	0	0	0
ENSG00000241560.7	ZBTB20-AS1	0	1	0	2	1	0	0	1	0	1
ENSG00000242290.2	ZBTB20-AS5	0	0	0	0	0	0	0	0	0	0
ENSG00000241295.1	ZBTB20-AS2	0	0	0	0	0	0	0	0	0	0
ENSG00000264623.3	MIR4796	0	0	0	0	0	0	0	1	0	0
ENSG00000239946.1	ZBTB20-AS3	0	0	0	0	0	0	0	0	0	0
ENSG00000240002.1	YBX1P3	0	0	0	0	0	0	0	0	0	0
ENSG00000242767.1	ZBTB20-AS4	0	0	0	0	0	1	0	1	0	0
ENSG00000242880.2	AC026341.1	0	5	4	0	6	4	2	5	1	3
ENSG00000244157.1	EIF4E2P2	0	0	0	0	0	0	0	0	0	0
ENSG00000287795.1	AC026341.2	0	0	0	0	0	0	0	0	0	0
ENSG00000288074.1	AC026341.3	0	0	0	0	0	0	0	0	1	6
ENSG00000172020.13	GAP43	115	21	7	248	3	114	30	21	115	7
ENSG00000241596.1	AC092468.1	0	0	0	0	0	0	0	0	0	0
ENSG00000185565.12	LSAMP	274	895	96	353	303	84	352	162	250	137
ENSG00000243359.3	RN7SL815P	0	0	0	0	0	0	0	0	0	0
ENSG00000240922.1	LSAMP-AS1	0	0	0	0	0	0	0	1	0	0
ENSG00000241397.1	LINC00903	0	0	0	0	0	0	0	0	0	0
ENSG00000241156.3	RN7SL582P	0	0	0	0	0	0	0	0	0	0
ENSG00000198406.7	BZW1P2	12	8	5	12	15	22	10	16	26	16
ENSG00000243197.8	TUSC7	0	0	0	0	0	0	0	0	0	0
ENSG00000278072.1	AC108713.1	0	0	0	0	0	0	0	0	0	0
ENSG00000265433.1	MIR4447	0	0	0	0	0	0	0	0	0	0
ENSG00000274732.1	AC069504.1	0	0	0	0	0	0	0	0	0	0
ENSG00000242385.1	LINC00901	0	0	0	0	0	0	0	0	0	0
ENSG00000200372.1	RNU5E-8P	0	0	0	0	0	0	0	0	0	0
ENSG00000243014.1	PTMAP8	0	1	0	1	1	0	1	1	0	0
ENSG00000206889.1	RNU6-1200P	0	0	0	0	0	0	0	0	0	0
ENSG00000239268.3	AC092691.1	52	199	21	120	84	16	106	54	60	46
ENSG00000240393.1	AC092691.2	0	0	0	0	1	0	0	0	0	0
ENSG00000241213.2	LINC02024	0	0	0	0	3	0	0	3	2	0
ENSG00000242816.2	AC092691.3	0	0	0	0	0	0	0	0	0	0
ENSG00000243276.6	AC068633.1	0	0	0	0	0	0	0	0	0	0
ENSG00000286660.1	AC068633.2	0	0	0	0	0	0	0	0	0	0
ENSG00000144847.13	IGSF11	0	0	3	1	0	1	0	1	0	0
ENSG00000239877.3	IGSF11-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000163424.9	TEX55	0	0	0	0	0	0	0	0	0	0
ENSG00000251012.2	AC083800.1	0	0	0	0	0	0	0	0	0	0
ENSG00000114638.8	UPK1B	1	0	0	0	3	1	0	1	0	2
ENSG00000121578.13	B4GALT4	404	296	701	710	582	934	352	875	836	705
ENSG00000240254.2	B4GALT4-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000031081.11	ARHGAP31	692	779	491	729	633	863	605	875	652	836
ENSG00000242829.1	RPS26P21	0	0	0	0	0	0	0	0	1	1
ENSG00000241155.1	ARHGAP31-AS1	0	8	0	2	3	3	4	2	0	1
ENSG00000207310.1	RNU6-1127P	0	0	0	0	0	0	0	0	0	0
ENSG00000176142.13	TMEM39A	482	298	308	735	381	683	297	678	674	569
ENSG00000163389.12	POGLUT1	330	309	416	537	389	559	257	405	482	471
ENSG00000272662.1	AC073352.1	0	0	2	1	1	0	1	0	0	3
ENSG00000113845.10	TIMMDC1	1584	1412	1669	1847	1861	2004	1461	1679	1712	1865
ENSG00000121594.12	CD80	0	0	0	0	1	0	0	0	0	0
ENSG00000272967.1	AC073352.2	0	0	0	0	0	0	0	0	0	0
ENSG00000144843.11	ADPRH	119	227	135	121	325	132	152	94	118	223
ENSG00000144837.9	PLA1A	252	34	26	275	110	105	35	5	345	8
ENSG00000242052.1	RPL10P7	3	1	1	2	5	7	0	0	3	1
ENSG00000121577.13	POPDC2	12	10	14	25	53	25	15	13	11	9
ENSG00000138495.6	COX17	467	488	470	648	740	847	457	654	741	696
ENSG00000286584.2	AC023494.1	5	0	1	6	1	2	10	2	4	4
ENSG00000183833.16	CFAP91	6	8	5	5	2	2	22	2	16	1
ENSG00000285585.1	AC069444.2	0	0	0	0	0	0	0	0	0	0
ENSG00000239994.2	AC069444.1	0	0	0	0	0	0	0	0	0	0
ENSG00000144852.18	NR1I2	7	5	6	2	6	6	9	5	3	6
ENSG00000240471.1	PHBP8	0	0	0	0	0	0	0	0	3	2
ENSG00000082701.16	GSK3B	1333	1598	1615	1699	1943	1849	1155	2153	1729	1816
ENSG00000239835.1	AC092910.1	0	0	0	0	0	0	0	0	0	0
ENSG00000241546.1	AC092910.2	0	0	0	0	0	0	0	1	0	0
ENSG00000242622.2	AC092910.3	24	16	27	29	31	24	29	41	28	35
ENSG00000244308.2	RN7SL762P	0	0	0	0	0	0	0	0	0	0
ENSG00000244139.3	RN7SL397P	0	0	0	0	0	0	0	0	0	0
ENSG00000175697.10	GPR156	18	0	20	49	24	13	1	38	42	49
ENSG00000206721.1	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000240882.1	AC063952.2	3	0	0	2	1	0	0	0	1	0
ENSG00000163428.4	LRRC58	533	767	444	553	578	500	505	694	511	388
ENSG00000240661.3	AC063952.1	0	0	13	10	0	10	0	14	7	4
ENSG00000282950.1	AC063952.4	0	0	0	0	0	0	0	0	0	0
ENSG00000242613.1	AC063952.3	0	0	2	0	0	0	0	0	0	0
ENSG00000163430.12	FSTL1	5285	10739	12292	12708	9914	16035	11109	22702	15056	15582
ENSG00000284121.1	MIR198	0	0	0	0	0	0	0	0	0	0
ENSG00000286735.1	AC126182.3	0	0	24	1	7	5	1	6	7	17
ENSG00000240774.1	AC126182.1	0	0	0	0	0	0	0	0	0	0
ENSG00000244441.1	AC126182.2	0	0	3	0	4	3	0	1	1	0
ENSG00000065518.8	NDUFB4	1050	1352	953	1128	1168	1399	979	1175	1134	1241
ENSG00000113924.12	HGD	6	0	2	4	1	19	1	1	13	2
ENSG00000144840.10	RABL3	355	335	261	293	238	323	307	320	312	326
ENSG00000240452.1	MTCO1P29	0	0	0	0	0	0	0	0	0	0
ENSG00000243257.1	MTCO2P29	0	0	0	0	0	0	0	0	0	0
ENSG00000153767.10	GTF2E1	134	178	138	130	124	186	132	249	154	164
ENSG00000213371.4	NAP1L1P3	2	0	4	0	0	1	3	3	0	1
ENSG00000286827.1	AC072026.2	0	0	0	0	0	2	2	0	0	0
ENSG00000243593.1	LINC02049	0	0	0	0	0	0	0	0	0	0
ENSG00000287366.1	AC072026.3	0	0	0	0	0	0	0	0	0	0
ENSG00000145087.13	STXBP5L	10	0	0	0	0	20	0	18	2	6
ENSG00000270782.1	AC072026.1	0	0	0	0	0	0	0	0	0	0
ENSG00000264477.1	MIR5682	0	0	0	0	0	0	0	0	0	0
ENSG00000243813.1	AC078857.1	0	0	0	0	0	0	0	0	0	0
ENSG00000242103.1	AC079841.1	0	0	0	0	0	0	0	0	0	0
ENSG00000287022.1	AC079841.2	0	0	4	0	0	0	0	0	0	0
ENSG00000051341.14	POLQ	10	16	74	47	69	93	34	89	29	17
ENSG00000242445.1	RPL7AP11	4	7	9	1	10	2	3	0	3	1
ENSG00000186103.5	ARGFX	0	0	0	0	0	0	0	1	0	0
ENSG00000163833.8	FBXO40	2	5	0	0	5	0	0	0	0	0
ENSG00000180353.11	HCLS1	7	2	1	19	14	5	1	5	19	14
ENSG00000243544.3	RN7SL172P	0	0	0	0	0	0	0	0	0	0
ENSG00000222057.1	RNU4-62P	0	0	0	0	0	0	0	0	0	0
ENSG00000173230.15	GOLGB1	2343	2540	1774	1940	2114	2029	2249	2731	1772	2759
ENSG00000173226.17	IQCB1	236	228	163	217	319	307	174	193	265	340
ENSG00000145088.9	EAF2	22	7	6	28	20	30	9	17	29	30
ENSG00000163406.11	SLC15A2	14	8	6	9	8	10	7	2	8	20
ENSG00000145103.15	ILDR1	0	0	0	0	0	0	1	0	0	0
ENSG00000202388.1	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000114013.16	CD86	0	0	0	0	0	0	1	1	0	0
ENSG00000287977.1	AC068630.1	0	0	0	0	0	0	0	0	0	0
ENSG00000036828.17	CASR	1	0	0	0	1	0	1	2	0	0
ENSG00000240236.1	HNRNPA1P23	0	0	0	0	0	0	0	0	1	0
ENSG00000121552.4	CSTA	7	0	0	3	5	4	2	0	0	4
ENSG00000160124.9	CCDC58	151	114	98	178	91	181	96	153	130	134
ENSG00000114023.15	FAM162A	554	1006	684	584	736	837	621	629	479	678
ENSG00000196981.4	WDR5B	97	156	73	99	89	87	118	107	70	90
ENSG00000272758.6	AC083798.2	6	8	5	7	1	4	7	7	7	6
ENSG00000242531.1	AC083798.1	0	0	0	0	0	0	0	1	0	5
ENSG00000114030.13	KPNA1	929	785	1205	1152	1205	1052	808	1068	1012	1017
ENSG00000275348.1	AC096861.1	0	0	0	0	0	0	0	0	0	0
ENSG00000287207.1	AC096861.2	0	0	5	0	3	4	0	4	1	6
ENSG00000138496.16	PARP9	609	635	410	558	495	599	738	141	602	156
ENSG00000163840.10	DTX3L	840	1178	481	635	656	698	1166	201	577	197
ENSG00000173200.13	PARP15	30	1	0	13	0	9	0	3	3	3
ENSG00000243918.1	EIF4BP8	0	0	0	0	0	0	0	0	0	0
ENSG00000173193.15	PARP14	903	908	441	573	535	531	928	193	514	216
ENSG00000169087.11	HSPBAP1	121	155	86	102	160	101	128	128	81	129
ENSG00000138463.9	SLC49A4	301	410	474	357	562	529	471	610	480	586
ENSG00000273033.2	LINC02035	152	264	115	147	132	95	142	213	146	203
ENSG00000082684.16	SEMA5B	0	4	7	0	0	0	0	0	0	0
ENSG00000065485.20	PDIA5	1128	433	430	1278	213	1067	526	396	1148	446
ENSG00000284421.1	MIR7110	0	0	0	0	0	0	0	0	0	0
ENSG00000121542.12	SEC22A	159	170	204	236	181	259	153	236	287	212
ENSG00000273454.1	AC112503.2	0	1	6	0	1	1	2	1	2	3
ENSG00000173175.15	ADCY5	176	324	115	212	167	143	233	150	399	197
ENSG00000272678.1	AC112503.1	0	0	0	0	0	0	0	0	0	0
ENSG00000206527.10	HACD2	470	1044	1075	669	1253	1047	979	1460	714	1224
ENSG00000239523.6	MYLK-AS1	9	13	11	16	4	5	8	17	13	14
ENSG00000065534.19	MYLK	5952	26397	7647	1850	9585	7049	23255	3790	1495	5177
ENSG00000250174.5	MYLK-AS2	0	0	0	0	0	0	0	0	0	0
ENSG00000273123.1	AC020634.2	1	6	1	0	1	4	0	0	0	1
ENSG00000207002.1	AC020634.1	0	0	0	0	0	0	0	0	0	0
ENSG00000175455.16	CCDC14	301	396	442	578	566	619	460	823	462	463
ENSG00000065371.17	ROPN1	0	0	0	0	0	0	0	0	0	0
ENSG00000160145.15	KALRN	925	3381	159	198	267	385	1893	180	212	303
ENSG00000266383.1	MIR5002	2	0	0	0	0	0	0	0	0	0
ENSG00000240622.1	RPL7P15	6	2	4	1	5	4	3	3	2	2
ENSG00000276656.1	MIR6083	0	0	0	0	0	0	2	0	0	0
ENSG00000252751.1	RNU6-143P	0	0	0	0	0	0	0	0	0	0
ENSG00000260391.2	AC022336.2	0	0	0	0	0	0	0	0	0	0
ENSG00000114491.14	UMPS	382	467	596	467	576	623	350	523	536	607
ENSG00000265981.1	MIR544B	0	0	1	0	0	0	0	0	0	0
ENSG00000242199.1	AC022336.1	0	2	0	0	1	0	0	0	0	0
ENSG00000082781.12	ITGB5	12319	5875	7668	12029	7181	17907	11863	17475	19160	21538
ENSG00000244286.1	ITGB5-AS1	0	0	0	0	2	2	0	2	3	0
ENSG00000280042.1	AC022336.3	2	0	0	3	1	1	1	3	0	2
ENSG00000276626.1	7SK	0	0	0	0	0	0	0	0	0	0
ENSG00000243986.2	ENO1P3	0	0	0	0	0	0	0	0	0	0
ENSG00000173702.7	MUC13	0	0	0	0	0	1	0	0	1	1
ENSG00000173706.14	HEG1	4938	2718	3570	3730	3644	4743	2489	5634	4757	3286
ENSG00000252642.1	RNA5SP137	0	0	0	0	0	0	0	0	0	0
ENSG00000288022.1	AC117488.1	0	0	4	0	1	1	1	1	0	1
ENSG00000221955.10	SLC12A8	685	46	84	170	122	259	60	93	222	135
ENSG00000199327.1	RNU6-230P	0	0	0	0	0	0	0	0	0	0
ENSG00000264986.1	MIR5092	0	0	0	0	0	0	0	0	0	0
ENSG00000163848.20	ZNF148	672	812	563	650	618	629	591	819	692	588
ENSG00000229048.5	DUTP1	0	0	0	0	0	0	0	0	0	0
ENSG00000243508.1	DNAJB6P7	0	0	0	0	0	0	0	0	0	0
ENSG00000252953.1	RNU6-232P	0	0	0	0	0	0	0	0	0	0
ENSG00000114520.11	SNX4	294	357	482	439	470	493	300	467	386	422
ENSG00000201800.1	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000252965.1	Y_RNA	4	6	3	1	3	1	2	4	3	3
ENSG00000144909.8	OSBPL11	335	337	389	379	444	482	308	423	381	439
ENSG00000243072.1	AF186996.3	0	0	0	0	0	0	0	0	0	0
ENSG00000242001.1	AF186996.2	0	0	0	0	0	1	0	0	0	0
ENSG00000234458.4	OR7E130P	0	0	0	0	0	0	0	0	0	0
ENSG00000243429.1	OR7E29P	1	0	1	0	1	2	1	0	0	0
ENSG00000228963.3	OR7E93P	0	0	0	0	0	0	0	0	0	0
ENSG00000239978.1	OR7E53P	0	0	0	0	0	0	0	0	0	0
ENSG00000179170.11	OR7E97P	0	0	0	0	0	0	0	0	0	0
ENSG00000239432.1	AF186996.1	0	0	0	0	0	0	0	0	0	0
ENSG00000284624.1	AC092902.4	1	2	5	1	2	0	4	0	3	3
ENSG00000284660.1	AC092902.5	0	0	0	0	0	0	0	0	0	0
ENSG00000272840.1	AC092902.2	0	0	0	0	0	0	0	0	1	0
ENSG00000239804.1	AC092902.1	0	1	0	0	2	0	1	3	0	2
ENSG00000221737.1	MIR548I1	0	0	0	0	0	0	0	1	0	0
ENSG00000242229.1	RPS3AP14	1	0	0	0	0	0	0	0	0	0
ENSG00000287617.1	AC092902.6	4	0	2	4	1	3	0	3	7	1
ENSG00000241346.1	SNRPCP11	0	0	0	0	0	0	0	0	0	0
ENSG00000241288.8	LINC02614	85	40	57	87	58	70	64	64	104	59
ENSG00000241278.1	ENPP7P4	5	6	4	1	0	3	2	4	2	2
ENSG00000248787.2	AC092903.2	7	4	23	8	21	15	10	10	12	8
ENSG00000171084.15	FAM86JP	43	36	33	30	144	43	27	22	30	67
ENSG00000189366.9	ALG1L	0	0	0	0	5	1	0	2	0	5
ENSG00000241439.1	AC092903.1	0	0	0	0	0	0	0	0	0	0
ENSG00000114547.10	ROPN1B	0	0	0	0	0	0	0	0	0	0
ENSG00000114544.16	SLC41A3	1160	1612	1312	1422	1700	1625	1382	1392	1546	1719
ENSG00000248607.1	AC117422.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250012.2	AC079848.1	6	19	8	6	14	9	18	5	3	15
ENSG00000144908.14	ALDH1L1	3	3	2	3	49	4	5	3	7	16
ENSG00000250218.1	ALDH1L1-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000272020.1	RNU1-30P	0	0	0	0	0	0	0	0	0	0
ENSG00000246022.3	ALDH1L1-AS2	0	0	0	0	0	0	0	0	1	0
ENSG00000287232.1	AC079848.2	1	12	5	15	6	5	14	7	5	8
ENSG00000250934.2	AC016924.1	0	8	6	2	10	8	4	1	2	8
ENSG00000251448.2	AC063919.1	0	0	0	0	3	0	0	0	0	0
ENSG00000287440.1	AC063919.2	0	0	0	0	0	0	0	0	0	0
ENSG00000163884.4	KLF15	145	302	81	63	191	56	32	32	25	75
ENSG00000249833.7	CCDC37-DT	0	0	0	0	0	0	1	0	0	0
ENSG00000163885.12	CFAP100	0	0	0	0	1	1	2	1	0	2
ENSG00000279328.1	AC073439.1	0	2	0	1	1	1	0	0	0	0
ENSG00000070476.15	ZXDC	331	393	309	264	370	330	326	469	311	447
ENSG00000159650.9	UROC1	0	1	0	0	0	0	0	0	0	0
ENSG00000180767.10	CHST13	0	0	7	1	0	0	0	2	6	5
ENSG00000180697.9	C3orf22	0	0	0	0	0	0	0	0	0	0
ENSG00000201968.1	RNA5SP138	0	0	0	0	0	0	0	0	0	0
ENSG00000288436.1	AC024558.2	4	0	0	0	0	0	0	1	0	0
ENSG00000197763.18	TXNRD3	144	249	190	194	250	128	162	164	196	225
ENSG00000248557.1	AC024558.1	0	2	0	4	0	3	1	3	0	0
ENSG00000198284.9	NUP210P1	0	0	0	0	0	0	0	0	0	0
ENSG00000248850.1	AC078867.1	0	0	0	0	0	0	0	0	0	0
ENSG00000159685.11	CHCHD6	235	266	255	311	324	308	251	281	235	339
ENSG00000249558.1	RCC2P4	0	0	0	0	0	0	0	0	0	0
ENSG00000280053.1	AC011199.1	0	0	1	0	0	0	0	1	0	0
ENSG00000114554.11	PLXNA1	2743	2720	3248	4098	2845	3900	2489	4538	4674	3479
ENSG00000287784.1	AC112482.2	0	0	0	0	0	0	0	0	0	0
ENSG00000214324.5	C3orf56	0	0	0	0	0	0	0	0	0	0
ENSG00000212556.1	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000243016.1	AC112482.1	0	0	0	0	0	0	0	0	0	0
ENSG00000201288.1	RNU6-1047P	0	0	0	0	0	0	0	0	0	0
ENSG00000286919.1	AC133681.1	0	0	0	0	0	0	0	0	0	0
ENSG00000239620.3	PRR20G	0	0	0	0	0	0	0	0	0	0
ENSG00000244215.2	LINC02016	0	0	0	0	0	0	2	0	0	0
ENSG00000239921.6	LINC01471	0	0	0	0	0	0	0	0	0	0
ENSG00000240562.1	AC016968.1	0	0	0	0	0	0	0	0	0	1
ENSG00000282975.1	LINC02034	0	0	0	0	0	0	0	0	0	0
ENSG00000282860.1	AC084035.1	0	0	0	0	0	0	0	0	0	0
ENSG00000163870.16	TPRA1	885	1078	962	690	1086	1504	856	1496	1115	1520
ENSG00000275067.1	MIR6825	0	0	0	0	0	0	0	0	0	0
ENSG00000276083.1	MIR7976	0	0	0	0	0	0	0	0	1	0
ENSG00000073111.14	MCM2	336	428	388	383	528	542	313	382	329	282
ENSG00000285600.1	AC023593.1	0	1	0	0	1	3	1	1	0	0
ENSG00000114631.11	PODXL2	337	714	301	591	1168	583	672	337	418	1137
ENSG00000114626.18	ABTB1	1074	1548	653	439	827	636	1166	769	525	945
ENSG00000074416.14	MGLL	2706	7676	5639	2180	7892	4961	6965	5000	2985	6219
ENSG00000287143.1	AC117480.1	0	0	0	0	0	0	0	0	0	0
ENSG00000187715.13	KBTBD12	0	0	1	0	4	0	0	0	0	1
ENSG00000201210.1	RNA5SP139	0	0	0	0	0	0	0	0	0	0
ENSG00000058262.10	SEC61A1	11822	8661	11257	17176	12229	19435	9731	19087	17177	16016
ENSG00000175792.12	RUVBL1	643	976	1075	979	1008	1112	790	950	693	757
ENSG00000222627.1	RNU2-37P	0	0	0	0	0	0	0	0	0	0
ENSG00000239608.1	RUVBL1-AS1	0	0	0	0	0	1	0	0	0	0
ENSG00000212344.1	RNU6-823P	0	0	0	0	0	0	0	0	0	0
ENSG00000132394.11	EEFSEC	185	281	169	136	165	189	207	218	152	212
ENSG00000285619.1	AL449214.1	0	0	0	0	0	0	0	0	0	1
ENSG00000179407.3	DNAJB8	0	0	0	0	0	0	0	0	0	0
ENSG00000242049.1	DNAJB8-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000179348.12	GATA2	1071	330	537	947	1026	1419	285	1075	882	1420
ENSG00000244300.3	GATA2-AS1	148	48	147	177	575	379	56	383	202	551
ENSG00000239405.1	TMED10P2	13	4	0	3	5	2	1	7	3	7
ENSG00000286806.1	AC080005.1	0	0	0	0	0	0	0	0	0	0
ENSG00000198685.4	LINC01565	0	0	0	2	0	0	0	0	2	1
ENSG00000163902.12	RPN1	4389	3127	4673	7123	4738	8499	3684	6334	6812	5791
ENSG00000277250.1	AC079945.2	0	0	0	0	0	0	0	0	0	0
ENSG00000242551.2	POU5F1P6	0	1	0	0	0	0	1	1	0	0
ENSG00000075785.14	RAB7A	8352	8102	8689	10674	11181	12007	6467	10984	11812	11278
ENSG00000207130.1	AC079945.1	0	0	0	0	0	0	0	0	0	0
ENSG00000239503.1	MARK2P8	0	0	0	0	2	0	0	0	0	0
ENSG00000242992.3	FTH1P4	23	4	16	5	10	5	5	4	4	8
ENSG00000244232.3	RN7SL698P	0	0	0	0	0	0	0	0	0	0
ENSG00000239483.1	RPS15AP16	0	0	0	0	0	0	0	2	1	0
